shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.51112,11.4481,16,14272.621
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.51511,11.45479,17,15139.743
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.51917,11.45908,18,15797.261
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.5239,11.45926,19,16324.184
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.52833,11.45411,20,17080.398
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.5342,11.442,21,18578.5
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.53848,11.42939,22,20060.89
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.54254,11.40982,23,22285.8
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.55117,11.38244,24,25481.545
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.55242,11.37385,25,26447.852
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.55335,11.36304,26,27655.66
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.55821,11.34223,27,30034.555
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.56011,11.33883,28,30468.129
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.56271,11.33789,29,30775.895
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.57948,11.33858,30,32644.303
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.60172,11.34476,31,35213.855
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.6177,11.3536,32,37246.785
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.62447,11.35437,33,38005.277
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.63226,11.35257,34,38895.305
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.63738,11.34832,35,39636.035
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.63775,11.34802,36,39689.062
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.63791,11.3476,37,39739.094
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.63793,11.34731,38,39771.453
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.6379,11.34701,39,39805.016
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.6378,11.34653,40,39859.598
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.63775,11.34622,41,39894.55
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.63775,11.34622,42,39894.55
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.63782,11.34632,43,39908.14
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.63788,11.34649,44,39928.207
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.63879,11.34907,45,40232.754
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.6395,11.35128,46,40491.152
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.6409,11.35355,47,40788.043
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.65502,11.36257,48,42653.22
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.66075,11.36403,49,43311.457
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.67323,11.36518,50,44706.613
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.67668,11.36476,51,45093.5
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.67973,11.36201,52,45550.656
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.68296,11.35695,53,46218.91
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.69166,11.33609,54,48734.902
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.69313,11.32896,55,49545.305
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.71876,11.16318,56,68219.09
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.71975,11.16082,57,68503.99
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.72067,11.16035,58,68618.99
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.72186,11.16074,59,68758.4
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.72398,11.16305,60,69107.42
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.72752,11.1685,61,69830.87
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.72996,11.17237,62,70340.15
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73294,11.18042,63,71295.7
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73306,11.18157,64,71424.414
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73297,11.18228,65,71504.086
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73278,11.18278,66,71563.625
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73278,11.18278,67,71563.625
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73323,11.18273,68,71614.03
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73343,11.18281,69,71638.01
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73483,11.18623,70,72049.38
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73505,11.18649,71,72087.3
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73701,11.18819,72,72376.12
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73747,11.1882,73,72427.336
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73771,11.18773,74,72486.086
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73781,11.18496,75,72794.64
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.7376,11.1825,76,73069.484
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73772,11.18159,77,73171.664
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73794,11.18093,78,73249.11
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73834,11.18029,79,73333.125
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73895,11.17999,80,73408.8
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.7392,11.18016,81,73442.445
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.73968,11.18105,82,73555.016
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.74005,11.18114,83,73597.41
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.74336,11.17975,84,73997.04
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.7481,11.17829,85,74549.16
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.75218,11.1713,86,75450.13
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.75307,11.16857,87,75769.78
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.75509,11.15827,88,76938.21
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.75593,11.15606,89,77201.4
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.75678,11.15503,90,77350.06
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.75678,11.15503,91,77350.06
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.8117,11.20605,92,85694.75
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.8201,11.21644,93,87182.07
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.82299,11.22056,94,87742.3
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.82509,11.22695,95,88491.055
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.82649,11.23416,96,89308.66
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.82773,11.23734,97,89688.62
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.82956,11.24034,98,90079.805
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.83281,11.24506,99,90717.74
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.83695,11.25185,100,91603.016
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.84107,11.26114,101,92734.31
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.84279,11.26491,102,93195.6
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.84393,11.26678,103,93439.41
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.84553,11.26856,104,93705.836
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.84684,11.2694,105,93879.07
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.84899,11.27004,106,94128.79
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.85568,11.27099,107,94880.984
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.85657,11.27086,108,94981.11
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.85728,11.27012,109,95095.27
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.85799,11.26878,110,95264.086
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.8584,11.26732,111,95432.9
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.8605,11.24449,112,97985.05
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.86105,11.24151,113,98322.38
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.86123,11.241,114,98382.59
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.86135,11.24078,115,98410.484
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.86139,11.24078,116,98414.94
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.86143,11.24082,117,98421.234
ATB:JourneyPattern:980_Outbound_200220166313316_191212112221115,64.86143,11.24082,118,98421.234
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.46461,11.49132,0,0.0
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.46399,11.4893,1,235.2189
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.45316,11.46589,2,3106.565
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.45155,11.46157,3,3619.7766
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.45065,11.45608,4,4239.078
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.45041,11.4484,5,5094.429
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.45096,11.44046,6,5980.4243
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.45248,11.43608,7,6496.529
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.45583,11.43252,8,7040.699
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.46417,11.42827,9,8082.7
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.47396,11.42505,10,9229.952
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.47701,11.42527,11,9570.359
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.49245,11.43033,12,11379.077
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.49603,11.43235,13,11836.664
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.50531,11.44119,14,13263.396
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.50767,11.44338,15,13621.798
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.51112,11.4481,16,14272.621
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.51511,11.45479,17,15139.743
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.51917,11.45908,18,15797.261
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.5239,11.45926,19,16324.184
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.52833,11.45411,20,17080.398
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.5342,11.442,21,18578.5
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.53848,11.42939,22,20060.89
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.54254,11.40982,23,22285.8
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.55117,11.38244,24,25481.545
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.55242,11.37385,25,26447.852
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.55335,11.36304,26,27655.66
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.55821,11.34223,27,30034.555
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.56011,11.33883,28,30468.129
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.56271,11.33789,29,30775.895
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.57948,11.33858,30,32644.303
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.60172,11.34476,31,35213.855
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.6177,11.3536,32,37246.785
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.62447,11.35437,33,38005.277
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.63226,11.35257,34,38895.305
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.63738,11.34832,35,39636.035
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.63775,11.34802,36,39689.062
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.63791,11.3476,37,39739.094
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.63793,11.34731,38,39771.453
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.6379,11.34701,39,39805.016
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.6378,11.34653,40,39859.598
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.63775,11.34622,41,39894.55
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.63775,11.34622,42,39894.55
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.63782,11.34632,43,39908.14
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.63788,11.34649,44,39928.207
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.63879,11.34907,45,40232.754
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.6395,11.35128,46,40491.152
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.6409,11.35355,47,40788.043
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.65502,11.36257,48,42653.22
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.66075,11.36403,49,43311.457
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.67323,11.36518,50,44706.613
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.67668,11.36476,51,45093.5
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.67973,11.36201,52,45550.656
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.68296,11.35695,53,46218.91
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.69166,11.33609,54,48734.902
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.69313,11.32896,55,49545.305
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.71876,11.16318,56,68219.09
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.71975,11.16082,57,68503.99
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.72067,11.16035,58,68618.99
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.72186,11.16074,59,68758.4
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.72398,11.16305,60,69107.42
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.72752,11.1685,61,69830.87
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.72996,11.17237,62,70340.15
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73294,11.18042,63,71295.7
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73306,11.18157,64,71424.414
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73297,11.18228,65,71504.086
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73278,11.18278,66,71563.625
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73278,11.18278,67,71563.625
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73323,11.18273,68,71614.03
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73343,11.18281,69,71638.01
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73483,11.18623,70,72049.38
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73505,11.18649,71,72087.3
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73701,11.18819,72,72376.12
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73747,11.1882,73,72427.336
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73771,11.18773,74,72486.086
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73781,11.18496,75,72794.64
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.7376,11.1825,76,73069.484
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73772,11.18159,77,73171.664
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73794,11.18093,78,73249.11
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73834,11.18029,79,73333.125
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73895,11.17999,80,73408.8
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.7392,11.18016,81,73442.445
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.73968,11.18105,82,73555.016
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.74005,11.18114,83,73597.41
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.74336,11.17975,84,73997.04
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.7481,11.17829,85,74549.16
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.75218,11.1713,86,75450.13
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.75307,11.16857,87,75769.78
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.75509,11.15827,88,76938.21
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.75593,11.15606,89,77201.4
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.75678,11.15503,90,77350.06
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.75678,11.15503,91,77350.06
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.8117,11.20605,92,85694.75
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.8201,11.21644,93,87182.07
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.82299,11.22056,94,87742.3
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.82509,11.22695,95,88491.055
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.82649,11.23416,96,89308.66
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.82773,11.23734,97,89688.62
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.82956,11.24034,98,90079.805
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.83281,11.24506,99,90717.74
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.83695,11.25185,100,91603.016
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.84107,11.26114,101,92734.31
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.84279,11.26491,102,93195.6
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.84393,11.26678,103,93439.41
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.84553,11.26856,104,93705.836
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.84684,11.2694,105,93879.07
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.84899,11.27004,106,94128.79
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.85568,11.27099,107,94880.984
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.85657,11.27086,108,94981.11
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.85728,11.27012,109,95095.27
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.85799,11.26878,110,95264.086
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.8584,11.26732,111,95432.9
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.8605,11.24449,112,97985.05
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.86105,11.24151,113,98322.38
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.86123,11.241,114,98382.59
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.86135,11.24078,115,98410.484
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.86139,11.24078,116,98414.94
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.86143,11.24082,117,98421.234
ATB:JourneyPattern:980_Outbound_200220166312060_191212112221115,64.86143,11.24082,118,98421.234
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.86143,11.24082,0,0.0
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.86139,11.24078,1,6.297181
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.86135,11.24078,2,10.749961
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.86123,11.241,3,38.646545
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.86105,11.24151,4,98.85177
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.8605,11.24449,5,436.18655
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.8584,11.26732,6,2988.3396
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.85799,11.26878,7,3157.1528
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.85728,11.27012,8,3325.9663
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.85657,11.27086,9,3440.127
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.85568,11.27099,10,3540.2527
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.84899,11.27004,11,4292.451
ATB:JourneyPattern:980_Outbound_200220166314224_191212112221115,64.84684,11.2694,12,4542.167
