route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
ATB:Line:200109132268995_74_200109132268628,ATB:Authority:1,74,Nardokrysset- Bratsberg- Flatjord,,704,,,
ATB:Line:200109132268999_78_200109132268628,ATB:Authority:1,78,Torgard- Heimdal- Ringvål (-Spongdal),,704,,,
ATB:Line:200109132268998_77_200109132268628,ATB:Authority:1,77,Heimdal- Klett- Spongdal,,704,,,
ATB:Line:200109132268988_52_200109132268628,ATB:Authority:1,52,Skytterbanen- Lundåsen- Kattem - Heimdal - Flatåsen - Byåsen - St. Olavs Hospital,,704,,,
ATB:Line:200109132268987_51_200109132268628,ATB:Authority:1,51,Sandmoen- Tillerringen- Kroppa,,704,,,
ATB:Line:200109132268990_54_200109132268628,ATB:Authority:1,54,Vikåsen/Ranheim- Lade- sentrum- Sluppen- Østre Rosten- Sandmoen,,704,,,
ATB:Line:200109132268989_53_200109132268628,ATB:Authority:1,53,Lundåsen- Heimdal- Saupstad- Flatåsen- Hallset- Ila- Sentrum- Sandmoen,,704,,,
ATB:Line:200109132269012_104_200109132268628,ATB:Authority:1,104,Nattbuss Kolstad/Heimstad,,704,,,
ATB:Line:200109132269011_103_200109132268628,ATB:Authority:1,103,Nattbuss Kroppanmarka/Sjetnema,,704,,,
ATB:Line:200109132269014_106_200109132268628,ATB:Authority:1,106,Nattbuss Lade/Værestrøa,,704,,,
ATB:Line:200109132269013_105_200109132268628,ATB:Authority:1,105,Nattbuss Buenget,,704,,,
ATB:Line:200109132269007_26_200109132268628,ATB:Authority:1,26,Sentrum- Skistua,,704,,,
ATB:Line:200109132269004_83_200109132268628,ATB:Authority:1,83,Klæbu- Bjørkli/Tangen,,704,,,
ATB:Line:200109132269010_102_200109132268628,ATB:Authority:1,102,Nattbuss Valentinlyst/Jakobsli,,704,,,
ATB:Line:200109132269009_101_200109132268628,ATB:Authority:1,101,Nattbuss Byåsen/Flatåsen,,704,,,
ATB:Line:200109132269021_113_200109132268628,ATB:Authority:1,113,Nattbuss Moholt/Brøset,,704,,,
ATB:Line:200109132269020_112_200109132268628,ATB:Authority:1,112,Nattbuss Klæbu,,704,,,
ATB:Line:200109132269023_115_200109132268628,ATB:Authority:1,115,Nattbuss Othilienborg/Risvolla,,704,,,
ATB:Line:200109132269022_114_200109132268628,ATB:Authority:1,114,Nattbuss Sentrum - Spongdal,,704,,,
ATB:Line:200109132269016_108_200109132268628,ATB:Authority:1,108,Nattbuss Stavset,,704,,,
ATB:Line:200109132269015_107_200109132268628,ATB:Authority:1,107,Nattbuss Reppe/Vikåsen/Fortuna,,704,,,
ATB:Line:200109132269018_110_200109132268628,ATB:Authority:1,110,Nattbuss Trondheim- Melhus,,704,,,
ATB:Line:200109132269017_109_200109132268628,ATB:Authority:1,109,Nattbuss Bjørndalen/Kattem/Lun,,704,,,
ATB:Line:200422120776293_21_200109132268628,ATB:Authority:1,21,Brattøra- Sentrum- Trolla,,704,,,
ATB:Line:200422121797603_70_200109132268628,ATB:Authority:1,70,Stjørdal/Hommelvik- Strindheim/Trondheim,,704,,,
ATB:Line:200126132895089_82_200109132268628,ATB:Authority:1,82,Melhus- Hesttrøa,,704,,,
ATB:Line:200109132269041_9_200109132268628,ATB:Authority:1,9,St. Olavs gate - Lian,,902,,,
ATB:Line:200109132269024_116_200109132268628,ATB:Authority:1,116,Trondheim- Hommelvik- Stjørdal,,704,,,
ATB:Line:200109132269048_71_200109132268628,ATB:Authority:1,71,Melhus - Tiller- Trondheim,,704,,,
ATB:Line:200109132269047_72_200109132268628,ATB:Authority:1,72,Tiller- Sandmoen- Klæbu,,704,,,
ATB:Line:200422121441394_28_200109132268628,ATB:Authority:1,28,Ilsvika-Pirbadet via Singsaker,,704,,,
ATB:Line:200212102927357_43_200109132268628,ATB:Authority:1,43,Bergheim/Voll studentby- Blakl,,704,,,
ATB:Line:200422121100392_22_200109132268628,ATB:Authority:1,22,Vestlia- Othilienborg- Sentrum,,704,,,
ATB:Line:200422119990749_13_200109132268628,ATB:Authority:1,13,Østmarka- Strindheim- Lerkendal- Havstad,,704,,,
ATB:Line:200212098852524_111_200109132268628,ATB:Authority:1,111,Nattbuss Tiller,,704,,,
ATB:Line:200422122089574_76_200109132268628,ATB:Authority:1,76,Flakkråa- Klefstadbukta- Spongdal,,704,,,
ATB:Line:200422120470699_14_200109132268628,ATB:Authority:1,14,Lerkendal-Brundalen-Strindheim,,704,,,
ATB:Line:200422122432434_79_200109132268628,ATB:Authority:1,79,Sluppen/Strindheim - Være - Vikhammeråsen,,704,,,
ATB:Line:191212112224986_722_191212112221115,ATB:Authority:1,722,Straumen - Steinkjer,,704,,,
ATB:Line:191212112225030_762_191212112221115,ATB:Authority:1,762,Abelvær - Kolvereid,,704,,,
ATB:Line:191212112225021_686_191212112221115,ATB:Authority:1,686,Namsos - Lund,,704,,,
ATB:Line:191212112225039_742_191212112221115,ATB:Authority:1,742,Levanger - Ekne - Levanger,,704,,,
ATB:Line:191212112225005_781_191212112221115,ATB:Authority:1,781,Namsos - Bangsund,,704,,,
ATB:Line:191212112224974_732_191212112221115,ATB:Authority:1,732,Steinkjer - Bartnes - Steinkje,,704,,,
ATB:Line:191212112225037_640_191212112221115,ATB:Authority:1,640,Levanger - Verdal - Steinkjer,,704,,,
ATB:Line:191212112225036_603_191212112221115,ATB:Authority:1,603,Levanger - Nesset - Gjemble,,704,,,
ATB:Line:191212112225012_785_191212112221115,ATB:Authority:1,785,Aglen - Skorstad - Namsos,,704,,,
ATB:Line:191212112225004_608_191212112221115,ATB:Authority:1,608,Spillum - Sentrum - Fossbrenna,,704,,,
ATB:Line:191212112225023_660_191212112221115,ATB:Authority:1,660,Foldereid - Kolvereid - Rørvik,,704,,,
ATB:Line:191212112225145_690_191212112221115,ATB:Authority:1,690,Grong - Steinkjer,,704,,,
ATB:Line:191212112225141_610_191212112221115,ATB:Authority:1,610,Grong - Sørli,,704,,,
ATB:Line:191212112225150_963_191212112221115,ATB:Authority:1,963,Gjerdinga - Eidshaug,,1004,,,
ATB:Line:191212112225146_695_191212112221115,ATB:Authority:1,695,Namsos - Grong - (Harran),,704,,,
ATB:Line:191212112225038_741_191212112221115,ATB:Authority:1,741,Levanger - Holåsen vest,,704,,,
ATB:Line:191212112225027_665_191212112221115,ATB:Authority:1,665,Kolvereid - Hofles - Salsbruke,,704,,,
ATB:Line:191212112225016_685_191212112221115,ATB:Authority:1,685,Namsos - Høylandet,,704,,,
ATB:Line:200312095975367_605_191212112221115,ATB:Authority:1,605,Steinkjer - Lø - Steinkjer Rin,,704,,,
ATB:Line:200220166311668_980_191212112221115,ATB:Authority:1,980,Namsos-Rørvik-Leka,,1014,,,
ATB:Line:200312114510939_604_191212112221115,ATB:Authority:1,604,Momarka - Høgberget - Magneten,,704,,,
ATB:Line:200312096172720_606_191212112221115,ATB:Authority:1,606,Bybuss Søndre Egge,,704,,,
ATB:Line:200115140414920_455_191212112221115,ATB:Authority:1,455,Vanvikan - Leksvik - Inderøy -,,704,,,
ATB:Line:191212112225151_966_191212112221115,ATB:Authority:1,966,Borgan - Ramstadlandet,,1004,,,
ATB:Line:200219164523639_750_191212112221115,ATB:Authority:1,750,Verdal St - Stiklestad,,704,,,
ATB:Line:200115140743402_611_191212112221115,ATB:Authority:1,611,Grong - Harran - Namsskogan,,704,,,
ATB:Line:200403147325753_723_191212112221115,ATB:Authority:1,723,Mosvik - Inderøy/Steinkjer,,704,,,
ATB:Line:200403123672672_630_191212112221115,ATB:Authority:1,630,Vanvikan - Follafoss - Steinkj,,704,,,
ATB:Line:200313126985649_680_191212112221115,ATB:Authority:1,680,Levanger - Steinkjer - Namsos,,704,,,
ATB:Line:200403125372999_733_191212112221115,ATB:Authority:1,733,Agle Snåsa - Steinkjer,,704,,,
ATB:Line:200403124096753_609_191212112221115,ATB:Authority:1,609,Svea - Gullhomstrand Bybuss,,704,,,
ATB:Line:191212110592803_350_191212110592096,ATB:Authority:1,350,Trondheim - Rissa - Åfjord - Osen,,704,,,
ATB:Line:191212110592802_440_191212110592096,ATB:Authority:1,440,Trondheim - Støren - Røros,,704,,,
ATB:Line:191212110592806_420_191212110592096,ATB:Authority:1,420,(Sunde) - Sandstad - Sistranda,,704,,,
ATB:Line:191212110592805_410_191212110592096,ATB:Authority:1,410,Trondheim - Orkanger - (Fannrem),,704,,,
ATB:Line:191212110592799_310_191212110592096,ATB:Authority:1,310,Stjørdal - Trondheim - Orkanger,,704,,,
ATB:Line:191212110592801_330_191212110592096,ATB:Authority:1,330,Trondheim - Stjørdal - Selbu -,,704,,,
ATB:Line:191212110592800_320_191212110592096,ATB:Authority:1,320,Trondheim - Orkanger - Hitra -,,704,,,
ATB:Line:191212110592813_480_191212110592096,ATB:Authority:1,480,(Trondheim) - Støren - Berkåk,,704,,,
ATB:Line:191212110592812_470_191212110592096,ATB:Authority:1,470,(Trondheim) - Orkanger - Kyrksæterøra,,704,,,
ATB:Line:191212110592820_511_191212110592096,ATB:Authority:1,511,Skaun - Børsa,,704,,,
ATB:Line:191212110592817_504_191212110592096,ATB:Authority:1,504,Melhus - Hølonda,,704,,,
ATB:Line:191212110592808_450_191212110592096,ATB:Authority:1,450,Trondheim - Stadsbygd - Rissa,,704,,,
ATB:Line:191212110592807_421_191212110592096,ATB:Authority:1,421,Orkanger - Lensvik - Valset/Værnes,,704,,,
ATB:Line:191212110592811_460_191212110592096,ATB:Authority:1,460,(Trondheim) - Orkanger - Meldal,,704,,,
ATB:Line:191212110592809_451_191212110592096,ATB:Authority:1,451,(Krinsvatnet) - Botngård - Brekstad,,704,,,
ATB:Line:191212110592832_561_191212110592096,ATB:Authority:1,561,Hafsmo/Tannvikvågen - Krokstad,,704,,,
ATB:Line:191212110592827_541_191212110592096,ATB:Authority:1,541,Røros - Brekken,,704,,,
ATB:Line:191212110592834_591_191212110592096,ATB:Authority:1,591,Åfjord - Stokksund - Linesøya,,704,,,
ATB:Line:191212110592833_580_191212110592096,ATB:Authority:1,580,Oppdal - Gjevilvasshytta,,704,,,
ATB:Line:191212110592822_521_191212110592096,ATB:Authority:1,521,Fillan - Fjellværøya - Fillan,,704,,,
ATB:Line:191212110592821_515_191212110592096,ATB:Authority:1,515,Ilhaugen - Buvika,,704,,,
ATB:Line:191212110592824_535_191212110592096,ATB:Authority:1,535,Selbu - Tydal,,704,,,
ATB:Line:191212110592823_524_191212110592096,ATB:Authority:1,524,Sistranda - Gurvikdal - Nordskag,,704,,,
ATB:Line:191212110592850_825_191212110592096,ATB:Authority:1,825,Dyrøy - Lomsøya,,1004,,,
ATB:Line:191212110592841_601_191212110592096,ATB:Authority:1,601,Stjørdal stasjon - Terrassehus,,704,,,
ATB:Line:191212110593000_490_191212110592096,ATB:Authority:1,490,Osen - Sjøåsen,,704,,,
ATB:Line:191212110592856_870_191212110592096,ATB:Authority:1,870,Brekstad - Valset,,1004,,,
ATB:Line:191212110592835_592_191212110592096,ATB:Authority:1,592,Åfjord - Stjern,,704,,,
ATB:Line:191212110592851_830_191212110592096,ATB:Authority:1,830,Sandvikberget - Sætervik,,1014,,,
ATB:Line:191212110592843_670_191212110592096,ATB:Authority:1,670,Stjørdal - Meråker - Storlien,,704,,,
ATB:Line:191212110592854_855_191212110592096,ATB:Authority:1,855,Garten - Storfosna,,1004,,,
ATB:Line:191212110592836_593_191212110592096,ATB:Authority:1,593,Åfjord - Flenstad,,704,,,
ATB:Line:191212110592852_835_191212110592096,ATB:Authority:1,835,Sandvikberget - Sætervik - Bessaker,,1014,,,
ATB:Line:191212110592844_770_191212110592096,ATB:Authority:1,770,Stjørdal - Smedhaugen,,704,,,
ATB:Line:191212110592855_860_191212110592096,ATB:Authority:1,860,Garten - Storfosna - Leksa - Værnes,,1004,,,
ATB:Line:191212110592846_800_191212110592096,ATB:Authority:1,800,Trondheim - Brekstad - Kristiansund,,1014,,,
ATB:Line:191212110592837_594_191212110592096,ATB:Authority:1,594,Åfjord  - Lauvøy,,704,,,
ATB:Line:191212110592991_340_191212110592096,ATB:Authority:1,340,Trondheim - Støren - Røros,,704,,,
ATB:Line:191212110592853_850_191212110592096,ATB:Authority:1,850,Dypfest - Tarva,,1004,,,
ATB:Line:191212110592847_805_191212110592096,ATB:Authority:1,805,Trondheim - Brekstad,,1014,,,
ATB:Line:191212110592838_595_191212110592096,ATB:Authority:1,595,Reppkleiv - Roan,,704,,,
ATB:Line:191212110592866_4101_191212110592096,ATB:Authority:1,4101,Nattbuss Trondheim - Orkanger,,704,,,
ATB:Line:191212110592848_810_191212110592096,ATB:Authority:1,810,Trondheim - Vanvikan,,1014,,,
ATB:Line:191212110592839_596_191212110592096,ATB:Authority:1,596,Vikvatnet - Bessaker,,704,,,
ATB:Line:200116088745498_540_191212110592096,ATB:Authority:1,540,Røros - Synnervika,,704,,,
ATB:Line:191212110592982_880_191212110592096,ATB:Authority:1,880,Flakk - Rørvik,,1004,,,
ATB:Line:191212110592840_597_191212110592096,ATB:Authority:1,597,Vingsand - Osen,,704,,,
ATB:Line:191212110592990_1001_191212110592096,ATB:Authority:1,1001,Bestillingstransport Stjørdal,,704,,,
ATB:Line:191212110592849_820_191212110592096,ATB:Authority:1,820,Dyrøy - Lomsøya - Maursundvær,,1013,,,
