service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
ATB:DayType:1111111_223_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1001111_113_190109082920647,1,0,0,1,1,0,0,20190813,20200621
ATB:DayType:1000100_23_190214093487476,1,0,0,0,1,0,0,20190813,20200621
ATB:DayType:0001100_94_190214093487476,0,0,0,1,1,0,0,20190810,20200205
ATB:DayType:1101101_155_190109082920647,1,1,0,1,1,0,0,20190814,20200621
ATB:DayType:0000010_6_190214093487476,0,0,0,0,0,1,0,20190818,20200626
ATB:DayType:1111100_31_191003108126166,1,1,1,1,1,0,0,20200201,20200628
ATB:DayType:0001000_230_190214093487476,0,0,0,1,0,0,0,20190809,20200624
ATB:DayType:0000000_12_190619065679393,1,1,1,1,1,0,0,20190803,20200202
ATB:DayType:0111100_241_190214093487476,0,1,1,1,1,0,0,20190815,20200622
ATB:DayType:0000010_9_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:0111011_52_190109082920647,0,1,1,1,0,0,0,20190815,20200622
ATB:DayType:1110111_158_190109082920647,1,1,1,0,1,0,0,20190815,20200621
ATB:DayType:0110000_238_190214093487476,0,1,1,0,0,0,0,20190815,20200622
ATB:DayType:0111011_37_190619065679393,0,1,1,1,0,0,0,20190802,20200203
ATB:DayType:0101100_48_190109082920647,0,1,0,1,1,0,0,20190814,20200622
ATB:DayType:1010000_110_190214093487476,1,0,1,0,0,0,0,20190808,20200621
ATB:DayType:1111100_218_190214093487476,1,1,1,1,1,0,0,20190817,20200621
ATB:DayType:1111111_14_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0000010_50_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1110100_270_190214093487476,1,1,1,0,1,0,0,20191002,20200621
ATB:DayType:1010100_83_190214093487476,1,0,1,0,1,0,0,20190815,20200621
ATB:DayType:0011000_150_190214093487476,0,0,1,1,0,0,0,20190815,20200623
ATB:DayType:1111000_43_190214093487476,1,1,1,1,0,0,0,20190809,20200621
ATB:DayType:1010100_161_190214093487476,1,0,1,0,1,0,0,20190810,20200621
ATB:DayType:0000001_227_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0101011_47_190109082920647,0,1,0,1,0,0,0,20190814,20200622
ATB:DayType:1111100_77_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111111_66_190109082920647,0,0,0,0,0,1,0,20200126,20200626
ATB:DayType:1000000_20_190214093487476,1,0,0,0,0,0,0,20190813,20200614
ATB:DayType:0000111_149_190109082920647,0,0,0,0,1,0,0,20190810,20200625
ATB:DayType:1010000_25_190619065679393,1,0,1,0,0,0,0,20190801,20200202
ATB:DayType:0111100_53_190109082920647,0,1,1,1,1,0,0,20190815,20200622
ATB:DayType:1111000_251_190214093487476,1,1,1,1,0,0,0,20190816,20200621
ATB:DayType:1111111_17_190109082920647,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:1101100_154_190109082920647,1,1,0,1,1,0,0,20190814,20200621
ATB:DayType:0000100_258_190214093487476,0,0,0,0,1,0,0,20190810,20200625
ATB:DayType:0000000_101_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111000_40_190214093487476,1,1,1,1,0,0,0,20190809,20200621
ATB:DayType:1111111_92_190214093487476,1,1,1,1,1,0,0,20190817,20200621
ATB:DayType:0001000_164_190214093487476,0,0,0,1,0,0,0,20190809,20200624
ATB:DayType:1111111_86_190214093487476,1,1,1,1,1,0,0,20190817,20200621
ATB:DayType:0000000_147_190109082920647,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:0000100_264_190214093487476,0,0,0,0,1,0,0,20190810,20200625
ATB:DayType:1111111_89_190214093487476,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1111000_122_190214093487476,1,1,1,1,0,0,0,20190809,20200621
ATB:DayType:0010100_37_190214093487476,0,0,1,0,1,0,0,20190810,20200623
ATB:DayType:0011100_152_190214093487476,0,0,1,1,1,0,0,20190815,20200623
ATB:DayType:1011100_118_190109082920647,1,0,1,1,1,0,0,20190815,20200621
ATB:DayType:1111111_100_190109082920647,1,1,1,1,1,0,0,20191214,20200621
ATB:DayType:1000000_62_190109082920647,1,0,0,0,0,0,0,20190806,20200621
ATB:DayType:1011000_21_191003108126166,1,0,1,1,0,0,0,20200131,20200628
ATB:DayType:0000110_33_191003108126166,0,0,0,0,1,1,0,20200202,20200702
ATB:DayType:1000111_111_190109082920647,1,0,0,0,1,0,0,20190813,20200621
ATB:DayType:1111111_184_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0100100_156_190214093487476,0,1,0,0,1,0,0,20190814,20200622
ATB:DayType:1111111_133_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111111_29_190214093487476,1,1,1,1,1,0,0,20200103,20200621
ATB:DayType:1111111_2_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0010000_21_190109082920647,0,0,1,0,0,0,0,20190815,20200623
ATB:DayType:1111000_125_190214093487476,1,1,1,1,0,0,0,20190809,20200621
ATB:DayType:1111111_202_190214093487476,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1111111_5_190214093487476,1,1,1,1,1,0,0,20190817,20200621
ATB:DayType:0010000_15_190214093487476,0,0,1,0,0,0,0,20190815,20200623
ATB:DayType:0000100_188_190214093487476,0,0,0,0,1,0,0,20190810,20200625
ATB:DayType:1101111_156_190109082920647,1,1,0,1,1,0,0,20190814,20200621
ATB:DayType:0100000_153_190214093487476,0,1,0,0,0,0,0,20190814,20200622
ATB:DayType:1101100_30_190619065679393,1,1,0,1,1,0,0,20190803,20200202
ATB:DayType:1000100_87_190109082920647,1,0,0,0,1,0,0,20191214,20200621
ATB:DayType:1111111_178_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111111_26_190214093487476,1,1,1,1,1,0,0,20190817,20200614
ATB:DayType:1110000_267_190214093487476,1,1,1,0,0,0,0,20190808,20200621
ATB:DayType:1111111_175_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1001100_80_190214093487476,1,0,0,1,1,0,0,20190813,20200621
ATB:DayType:0100100_168_190214093487476,0,1,0,0,1,0,0,20190810,20200622
ATB:DayType:1111111_145_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0001011_19_190109082920647,0,0,0,1,0,0,0,20190809,20200624
ATB:DayType:1111111_142_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111111_4_191003108126166,0,0,0,0,0,1,0,20200202,20200703
ATB:DayType:0100100_192_190214093487476,0,1,0,0,1,0,0,20190817,20200622
ATB:DayType:0010011_18_190214093487476,0,0,1,0,0,0,0,20190815,20200623
ATB:DayType:1011000_27_190619065679393,1,0,1,1,0,0,0,20190802,20200202
ATB:DayType:0000010_277_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1010000_82_190214093487476,1,0,1,0,0,0,0,20190815,20200621
ATB:DayType:1111111_139_190109082920647,1,1,1,1,1,0,0,20191214,20200621
ATB:DayType:0111000_97_190109082920647,0,1,1,1,0,0,0,20191213,20200622
ATB:DayType:0100000_38_190214093487476,0,1,0,0,0,0,0,20190807,20200622
ATB:DayType:1000000_109_190214093487476,1,0,0,0,0,0,0,20190806,20200621
ATB:DayType:1101111_195_190214093487476,1,1,0,1,1,0,0,20190814,20200621
ATB:DayType:0000100_41_190109082920647,0,0,0,0,1,0,0,20200201,20200625
ATB:DayType:1111100_272_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1011100_28_190619065679393,1,0,1,1,1,0,0,20190803,20200202
ATB:DayType:0010100_19_190214093487476,0,0,1,0,1,0,0,20190815,20200623
ATB:DayType:1111111_130_190109082920647,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0010100_67_190214093487476,0,0,1,0,1,0,0,20190810,20200409
ATB:DayType:1101100_250_190214093487476,1,1,0,1,1,0,0,20190814,20200621
ATB:DayType:1111111_145_190109082920647,0,0,0,0,0,0,1,20191209,20200620
ATB:DayType:1111100_275_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0000000_1_191003108126166,0,0,0,0,0,0,1,20200203,20200627
ATB:DayType:1111111_175_190109082920647,1,1,1,1,1,0,0,20200201,20200621
ATB:DayType:1111111_172_190109082920647,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1110000_25_191003108126166,1,1,1,0,0,0,0,20200130,20200628
ATB:DayType:1111111_163_190109082920647,1,1,1,1,1,0,0,20191214,20200618
ATB:DayType:0100100_78_190109082920647,0,1,0,0,1,0,0,20190810,20200622
ATB:DayType:1111000_173_190109082920647,1,1,1,1,0,0,0,20200131,20200621
ATB:DayType:1111111_174_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:0000100_119_190214093487476,0,0,0,0,1,0,0,20190810,20200625
ATB:DayType:0000000_29_191003108126166,1,1,1,1,1,0,0,20200201,20200628
ATB:DayType:1111000_26_191003108126166,1,1,1,1,0,0,0,20200131,20200628
ATB:DayType:1010100_72_190109082920647,1,0,1,0,1,0,0,20190810,20200621
ATB:DayType:1000100_80_190109082920647,1,0,0,0,1,0,0,20191214,20200621
ATB:DayType:1111111_112_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:1010000_133_190109082920647,1,0,1,0,0,0,0,20200130,20200621
ATB:DayType:1111100_254_190214093487476,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1111111_124_190109082920647,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1111111_93_190109082920647,0,0,0,0,0,0,1,20191209,20200620
ATB:DayType:1010100_116_190109082920647,1,0,1,0,1,0,0,20190815,20200621
ATB:DayType:1100000_29_190619065679393,1,1,0,0,0,0,0,20190731,20200202
ATB:DayType:0000010_42_190109082920647,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:0010000_70_190109082920647,0,0,1,0,0,0,0,20190808,20200623
ATB:DayType:0010000_76_190109082920647,0,0,1,0,0,0,0,20190808,20200623
ATB:DayType:1111000_215_190214093487476,1,1,1,1,0,0,0,20190809,20200621
ATB:DayType:1111111_25_190214093487476,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1010100_160_190214093487476,1,0,1,0,1,0,0,20190810,20200202
ATB:DayType:1111111_32_191003108126166,1,1,1,1,1,0,0,20200201,20200628
ATB:DayType:1111111_90_190109082920647,1,1,1,1,1,0,0,20191214,20200621
ATB:DayType:1111111_121_190109082920647,1,1,1,1,1,0,0,20190817,20200618
ATB:DayType:1111111_87_190214093487476,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:0100100_45_190109082920647,0,1,0,0,1,0,0,20190814,20200622
ATB:DayType:0001001_151_190109082920647,0,0,0,1,0,0,0,20190809,20200624
ATB:DayType:1110100_268_190214093487476,1,1,1,0,1,0,0,20190810,20200621
ATB:DayType:0000100_210_190214093487476,0,0,0,0,1,0,0,20190810,20200625
ATB:DayType:1111111_115_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0000000_130_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111111_177_190214093487476,0,0,0,0,0,1,0,20190811,20200626
ATB:DayType:1111111_28_190214093487476,1,1,1,1,1,0,0,20190817,20200621
ATB:DayType:0001000_7_191003108126166,0,0,0,1,0,0,0,20200131,20200701
ATB:DayType:0110000_49_190109082920647,0,1,1,0,0,0,0,20190815,20200622
ATB:DayType:0110000_108_190214093487476,0,1,1,0,0,0,0,20190808,20200622
ATB:DayType:1111100_160_190109082920647,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1111111_1_190214093487476,1,1,1,1,1,0,0,20190810,20200408
ATB:DayType:0111000_15_191003108126166,0,1,1,1,0,0,0,20200131,20200629
ATB:DayType:0000000_283_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:1000000_21_190214093487476,1,0,0,0,0,0,0,20190820,20200621
ATB:DayType:0000100_137_190109082920647,0,0,0,0,1,0,0,20191214,20200625
ATB:DayType:1101000_248_190214093487476,1,1,0,1,0,0,0,20190814,20200621
ATB:DayType:0001000_55_190109082920647,0,0,0,1,0,0,0,20191213,20200624
ATB:DayType:1111111_127_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1000000_242_190214093487476,1,0,0,0,0,0,0,20190813,20200621
ATB:DayType:1111111_280_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111100_122_190109082920647,1,1,1,1,1,0,0,20191214,20200621
ATB:DayType:1111111_13_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0000100_228_190214093487476,0,0,0,0,1,0,0,20190817,20200625
ATB:DayType:1111000_200_190214093487476,1,1,1,1,0,0,0,20190816,20200621
ATB:DayType:1111111_100_190214093487476,1,1,1,1,1,0,0,20200201,20200621
ATB:DayType:0101100_14_191003108126166,0,1,0,1,1,0,0,20200201,20200629
ATB:DayType:1010100_213_190214093487476,1,0,1,0,1,0,0,20191214,20200621
ATB:DayType:1010100_20_191003108126166,1,0,1,0,1,0,0,20200201,20200628
ATB:DayType:0000001_11_190214093487476,0,0,0,0,0,0,1,20190819,20200620
ATB:DayType:1011111_119_190109082920647,1,0,1,1,1,0,0,20190815,20200618
ATB:DayType:0001100_34_190214093487476,0,0,0,1,1,0,0,20190810,20200205
ATB:DayType:0010000_17_190214093487476,0,0,1,0,0,0,0,20200102,20200623
ATB:DayType:0000100_6_191003108126166,0,0,0,0,1,0,0,20200201,20200702
ATB:DayType:0010000_165_190214093487476,0,0,1,0,0,0,0,20190808,20200623
ATB:DayType:1111100_219_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111111_256_190214093487476,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1010100_134_190109082920647,1,0,1,0,1,0,0,20190903,20200621
ATB:DayType:1111111_162_190109082920647,1,1,1,1,1,0,0,20190817,20200618
ATB:DayType:1111100_131_190109082920647,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0000010_51_190214093487476,0,0,0,0,0,1,0,20190929,20200626
ATB:DayType:1111100_33_190619065679393,1,1,1,1,1,0,0,20190803,20200202
ATB:DayType:1111100_45_190214093487476,1,1,1,1,1,0,0,20190831,20200621
ATB:DayType:0001000_163_190214093487476,0,0,0,1,0,0,0,20190809,20200624
ATB:DayType:0101011_106_190214093487476,0,1,0,1,0,0,0,20190809,20200203
ATB:DayType:0100000_27_190109082920647,0,1,0,0,0,0,0,20190814,20200622
ATB:DayType:1111111_165_190109082920647,1,1,1,1,1,0,0,20191214,20200621
ATB:DayType:0100000_11_191003108126166,0,1,0,0,0,0,0,20200129,20200629
ATB:DayType:0001100_20_190109082920647,0,0,0,1,1,0,0,20190810,20200624
ATB:DayType:1000011_109_190109082920647,1,0,0,0,0,0,0,20190813,20200621
ATB:DayType:0001000_31_190214093487476,0,0,0,1,0,0,0,20190809,20200624
ATB:DayType:0010100_38_190109082920647,0,0,1,0,1,0,0,20190810,20200623
ATB:DayType:1010011_115_190109082920647,1,0,1,0,0,0,0,20190815,20200621
ATB:DayType:0000100_40_190109082920647,0,0,0,0,1,0,0,20200201,20200625
ATB:DayType:1111100_39_190619065679393,1,1,1,1,1,0,0,20190803,20200202
ATB:DayType:1111111_63_190214093487476,1,0,1,1,1,0,1,20191224,20200414
ATB:DayType:1111111_75_190109082920647,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111111_7_190619065679393,0,0,0,0,0,1,0,20190728,20200207
ATB:DayType:1111111_34_190619065679393,1,1,1,1,1,0,0,20190803,20200202
ATB:DayType:0000100_13_190619065679393,0,0,0,0,1,0,0,20190803,20200206
ATB:DayType:1000000_38_190619065679393,1,0,0,0,0,0,0,20190730,20200202
ATB:DayType:1011000_84_190214093487476,1,0,1,1,0,0,0,20190815,20200621
ATB:DayType:1111111_42_190619065679393,0,0,0,0,1,1,0,20190803,20200206
ATB:DayType:0101100_237_190214093487476,0,1,0,1,1,0,0,20190814,20200622
ATB:DayType:0000000_206_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111100_63_190109082920647,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1000100_102_190109082920647,1,0,0,0,1,0,0,20191214,20200621
ATB:DayType:1111111_186_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0101000_236_190214093487476,0,1,0,1,0,0,0,20190814,20200622
ATB:DayType:1010000_157_190214093487476,1,0,1,0,0,0,0,20190808,20200621
ATB:DayType:1111111_90_190214093487476,1,1,1,1,1,0,0,20190817,20200621
ATB:DayType:1111111_4_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1110000_197_190214093487476,1,1,1,0,0,0,0,20190815,20200621
ATB:DayType:1111111_99_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0000100_263_190214093487476,0,0,0,0,1,0,0,20190831,20200625
ATB:DayType:1111111_180_190214093487476,0,0,0,0,0,1,0,20200126,20200626
ATB:DayType:1111111_224_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:0000001_286_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0111000_22_190619065679393,0,1,1,1,0,0,0,20190802,20200203
ATB:DayType:0000001_289_190214093487476,0,0,0,0,0,0,1,20190930,20200620
ATB:DayType:0101000_46_190109082920647,0,1,0,1,0,0,0,20190814,20200622
ATB:DayType:0010100_23_190109082920647,0,0,1,0,1,0,0,20190815,20200623
ATB:DayType:1111111_2_191003108126166,0,0,0,0,0,0,1,20200203,20200627
ATB:DayType:1111111_69_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0000010_204_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111111_54_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111111_132_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111111_147_190214093487476,0,0,0,0,0,0,1,20190812,20200620
ATB:DayType:1111111_203_190214093487476,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1111111_135_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111111_57_190214093487476,0,0,0,0,0,0,1,20190805,20200620
