stop_id,stop_name,stop_lat,stop_lon,stop_desc,location_type,parent_station,wheelchair_boarding,vehicle_type,platform_code
NSR:Quay:100065,Kvammen,63.029176,9.105756,,,NSR:StopPlace:58143,,700,
NSR:Quay:100322,Brekstad ferjekai,63.686463,9.667577,,,NSR:StopPlace:58691,,1000,
NSR:Quay:100415,Flakk ferjekai,63.451164,10.201632,,,NSR:StopPlace:58659,,1000,
NSR:Quay:100844,Aure,63.268296,8.531815,,,NSR:StopPlace:40461,,700,
NSR:Quay:101366,Moanes,63.466650,11.055481,,,NSR:StopPlace:44730,,700,
NSR:Quay:101521,Olav Tryggvasons gate,63.433292,10.397798,,,NSR:StopPlace:43460,,700,
NSR:Quay:101526,Gluggbekken,63.463053,11.027001,,,NSR:StopPlace:59505,,700,
NSR:Quay:101532,Vold,63.462860,11.021921,,,NSR:StopPlace:59508,,700,
NSR:Quay:101539,Tråsåvika Camping,63.346240,9.961609,,,NSR:StopPlace:59514,,700,
NSR:Quay:101547,Helgesvegen,64.027904,11.544807,,,NSR:StopPlace:59523,,700,
NSR:Quay:101549,Sagvollen,63.834632,11.914587,,,NSR:StopPlace:59525,,700,
NSR:Quay:101567,Lund ferjekai,64.768257,11.622629,,,NSR:StopPlace:59536,,700,
NSR:Quay:101568,Lund ferjekai,64.768124,11.623275,,,NSR:StopPlace:59536,,700,
NSR:Quay:101570,Gottås,63.671391,11.139391,,,NSR:StopPlace:59539,,700,
NSR:Quay:101757,Sommarhus,64.593658,11.687202,,,NSR:StopPlace:59739,,700,
NSR:Quay:101852,Klettkrysset,63.323516,10.300629,Ligger i retning mot Orkanger,,NSR:StopPlace:59821,,700,
NSR:Quay:101853,Klettkrysset,63.323193,10.301244,Ligger i E39 retning fra Orkanger mot Trondheim,,NSR:StopPlace:59821,,700,
NSR:Quay:101854,Klettkrysset,63.322463,10.302161,Ligger i retning fra Melhus mot Trondheim,,NSR:StopPlace:59821,,700,
NSR:Quay:101855,Klettkrysset,63.322136,10.301544,Ligger i retning mot Melhus,,NSR:StopPlace:59821,,700,
NSR:Quay:101913,Beitstad skole,64.110150,11.388872,,,NSR:StopPlace:59862,,700,
NSR:Quay:101914,Borganvegen,64.186437,11.863118,,,NSR:StopPlace:59863,,700,
NSR:Quay:101915,Bruveitakorsen,64.167172,11.814986,,,NSR:StopPlace:59864,,700,
NSR:Quay:101919,Dyrstad,63.896161,11.521708,,,NSR:StopPlace:59868,,700,
NSR:Quay:101922,Fossli,64.005308,11.564706,,,NSR:StopPlace:59870,,700,
NSR:Quay:101929,Helgesvegen,64.028941,11.546253,,,NSR:StopPlace:59523,,700,
NSR:Quay:101930,Himmelbrua,63.936621,11.418926,,,NSR:StopPlace:59876,,700,
NSR:Quay:101931,Kjerkol,64.183754,11.897504,,,NSR:StopPlace:59877,,700,
NSR:Quay:101937,Kvam skole,64.139595,11.739149,,,NSR:StopPlace:59882,,700,
NSR:Quay:101939,Lund,63.963639,11.412925,,,NSR:StopPlace:45468,,700,
NSR:Quay:101941,Mørkvedvegen,64.081714,11.357554,,,NSR:StopPlace:59884,,700,
NSR:Quay:101942,Nedre-Grøtan,64.148822,11.763061,,,NSR:StopPlace:59885,,700,
NSR:Quay:102047,Stjørdal stasjon,63.469914,10.913713,,,NSR:StopPlace:44483,,700,1 AtB/til Trondheim
NSR:Quay:102377,Nordbygdvegen,64.175066,11.790106,,,NSR:StopPlace:60076,,,
NSR:Quay:102402,Øverbylykkja,63.430251,10.172691,,,NSR:StopPlace:60102,,700,
NSR:Quay:102403,Øverbylykkja,63.430284,10.173184,,,NSR:StopPlace:60102,,700,
NSR:Quay:102407,Brekkåsen skole,63.269736,10.231568,,,NSR:StopPlace:60114,,700,
NSR:Quay:102408,Brokalykkja,63.158321,10.174847,,,NSR:StopPlace:60115,,700,
NSR:Quay:102409,Brokalykkja,63.158069,10.177079,,,NSR:StopPlace:60115,,700,
NSR:Quay:102410,Hjultjønna,63.149472,10.153384,,,NSR:StopPlace:60116,,700,
NSR:Quay:102411,Hjultjønna,63.149470,10.153570,,,NSR:StopPlace:60116,,700,
NSR:Quay:102412,Holemsgjerdet,63.262279,10.224473,,,NSR:StopPlace:60117,,700,
NSR:Quay:102413,Hollum vegkryss,63.262211,10.228577,,,NSR:StopPlace:60118,,700,
NSR:Quay:102414,Hollum vegkryss,63.261900,10.228680,,,NSR:StopPlace:60118,,700,
NSR:Quay:102415,Kregnes,63.237545,10.244335,,,NSR:StopPlace:60119,,700,
NSR:Quay:102416,Kregnes,63.237537,10.244464,,,NSR:StopPlace:60119,,700,
NSR:Quay:102417,Lete,63.260260,10.214830,,,NSR:StopPlace:60120,,700,
NSR:Quay:102418,Lundamo skole,63.150530,10.291420,,,NSR:StopPlace:60121,,700,
NSR:Quay:102419,Sjetnan,63.245734,10.222843,,,NSR:StopPlace:60122,,700,
NSR:Quay:102420,Sjetnan,63.245910,10.223190,,,NSR:StopPlace:60122,,700,
NSR:Quay:102477,Geisnes ferjekai,64.816057,11.625445,,,NSR:StopPlace:60145,,1000,
NSR:Quay:102595,Eldavegen,64.119272,11.315709,,,NSR:StopPlace:60182,,700,
NSR:Quay:102596,Følling barnehage,64.109548,11.569848,,,NSR:StopPlace:60183,,700,
NSR:Quay:102598,Myrtun,64.115200,11.441380,,,NSR:StopPlace:60185,,700,
NSR:Quay:102599,Rein,64.050590,11.579550,,,NSR:StopPlace:60186,,700,
NSR:Quay:102600,Reitlostubben,64.101734,11.642375,,,NSR:StopPlace:60187,,700,
NSR:Quay:102601,Reitlovegen,64.107919,11.663028,,,NSR:StopPlace:60188,,700,
NSR:Quay:102604,Skillegrind bru,63.976283,11.924047,,,NSR:StopPlace:60191,,700,
NSR:Quay:102605,Slettvolvegen,64.103358,11.436863,,,NSR:StopPlace:60192,,700,
NSR:Quay:102606,Sparbu stasjon,63.918960,11.429233,,,NSR:StopPlace:60193,,700,
NSR:Quay:102608,Sveian,64.103469,11.505657,,,NSR:StopPlace:60194,,700,
NSR:Quay:102629,Tørring snuplass,64.145688,11.281588,,,NSR:StopPlace:60209,,700,
NSR:Quay:102630,Valløyvegen,64.136976,11.912227,,,NSR:StopPlace:60210,,700,
NSR:Quay:102631,Vanebo,64.140118,11.240256,,,NSR:StopPlace:60211,,700,
NSR:Quay:102632,Vestvika,64.098984,11.382852,,,NSR:StopPlace:60212,,700,
NSR:Quay:102713,Dyre Halses gate,63.436929,10.414409,,,NSR:StopPlace:60253,,700,
NSR:Quay:102714,Dyre Halses gate,63.437025,10.413972,,,NSR:StopPlace:60253,,700,
NSR:Quay:102716,Ratesvingen,63.387853,10.399303,,,NSR:StopPlace:60254,,700,
NSR:Quay:102719,Hesthagen,63.416799,10.397200,,,NSR:StopPlace:41620,,700,
NSR:Quay:102720,Lerkendal,63.411740,10.399045,i Holtermanns vei ut av sentrum,,NSR:StopPlace:60257,,700,
NSR:Quay:102721,Østre Lund,63.350453,10.331402,Metrostasjon til og fra sentrum,,NSR:StopPlace:60258,,700,
NSR:Quay:102722,Anders Søyseths veg,63.432493,10.510649,,,NSR:StopPlace:60259,,700,
NSR:Quay:102723,Anders Søyseths veg,63.432600,10.510365,,,NSR:StopPlace:60259,,700,
NSR:Quay:102724,Strindfjordvegen,63.434843,10.505357,,,NSR:StopPlace:60260,,700,
NSR:Quay:102725,Strindfjordvegen,63.435653,10.504904,,,NSR:StopPlace:60260,,700,
NSR:Quay:102726,Skonnertvegen,63.433588,10.508181,,,NSR:StopPlace:60261,,700,
NSR:Quay:102727,Torgardstrøa,63.330804,10.367840,,,NSR:StopPlace:60262,,700,
NSR:Quay:102728,Torgardstrøa,63.330369,10.367923,,,NSR:StopPlace:60262,,700,
NSR:Quay:102729,Hallset,63.394090,10.367062,,,NSR:StopPlace:42624,,700,
NSR:Quay:102730,Østre Berg,63.415120,10.431328,Ligger i Jonsvannsveien fra sentrum,,NSR:StopPlace:42528,,700,
NSR:Quay:102731,Skovgård,63.429427,10.495908,Ligger i Grilstadvegen,,NSR:StopPlace:42315,,700,
NSR:Quay:102732,Skovgård,63.429671,10.493327,,,NSR:StopPlace:42315,,700,
NSR:Quay:102733,Tonstadkrysset,63.370767,10.382265,foran Tonstadkrysset 2,,NSR:StopPlace:61276,,700,
NSR:Quay:102734,Arnt Smistads veg,63.395831,10.355797,Ligger i O.J. Aalmos veg fra Hallset,,NSR:StopPlace:43502,,700,
NSR:Quay:102735,Grøset søndre,63.441363,10.196187,,,NSR:StopPlace:60265,,700,
NSR:Quay:102736,Sigrid Saxedatters veg,63.433340,10.598052,,,NSR:StopPlace:60266,,700,
NSR:Quay:102737,Sigrid Saxedatters veg,63.433209,10.598537,,,NSR:StopPlace:60266,,700,
NSR:Quay:102738,Saksvikkorsen,63.433164,10.593631,,,NSR:StopPlace:60267,,700,
NSR:Quay:102739,Saksvikkorsen,63.433100,10.593669,,,NSR:StopPlace:60267,,700,
NSR:Quay:102740,Stibakken,63.433857,10.605202,,,NSR:StopPlace:60268,,700,
NSR:Quay:102741,Stibakken,63.434057,10.604733,,,NSR:StopPlace:60268,,700,
NSR:Quay:102742,Kleiva,63.416559,10.666389,,,NSR:StopPlace:60269,,700,
NSR:Quay:102743,Bedehuset,63.424328,10.673628,,,NSR:StopPlace:60270,,700,
NSR:Quay:102749,Olav Kyrres gate,63.420817,10.395515,,,NSR:StopPlace:60273,,700,
NSR:Quay:102750,Olav Kyrres gate,63.420689,10.395097,,,NSR:StopPlace:60273,,700,
NSR:Quay:102751,Høvik,64.053569,10.078033,,,NSR:StopPlace:42057,,700,
NSR:Quay:102761,Romstad bomstasjon,64.329921,11.545122,,,NSR:StopPlace:60280,,700,
NSR:Quay:103007,Buran,63.436276,10.424855,i Innherredsveien ut av sentrum,,NSR:StopPlace:60447,,700,
NSR:Quay:103008,Buran,63.437122,10.426835,i Mellomveien ved Lamoparken,,NSR:StopPlace:60447,,700,
NSR:Quay:103009,Buran,63.436277,10.422565,i Innherredsveien mot sentrum,,NSR:StopPlace:60447,,700,
NSR:Quay:103021,Akset,63.877416,11.285325,,,NSR:StopPlace:60456,,700,
NSR:Quay:103022,Ausa,63.814163,11.625600,,,NSR:StopPlace:60457,,700,
NSR:Quay:103026,Berre,64.246329,11.208855,,,NSR:StopPlace:60459,,700,
NSR:Quay:103027,Berre,64.245484,11.209115,,,NSR:StopPlace:60459,,700,
NSR:Quay:103028,Bjørhusdal,64.918348,13.079234,,,NSR:StopPlace:60460,,700,
NSR:Quay:103029,Bjørkamoen,64.468726,12.130054,,,NSR:StopPlace:60461,,700,
NSR:Quay:103034,Dullum,63.624990,11.087512,,,NSR:StopPlace:60465,,700,
NSR:Quay:103035,Eines,63.812378,11.209271,,,NSR:StopPlace:60466,,700,
NSR:Quay:103050,Finsås,64.209683,12.226445,,,NSR:StopPlace:60469,,700,
NSR:Quay:103051,Fiskåhaugen,64.753511,12.310132,,,NSR:StopPlace:60470,,700,
NSR:Quay:103056,Forbregd gård,63.809852,11.548693,,,NSR:StopPlace:60472,,700,
NSR:Quay:103057,Frikirka,64.475191,11.464768,,,NSR:StopPlace:44397,,700,
NSR:Quay:103064,Garstad vegdele,64.894087,10.953531,,,NSR:StopPlace:60476,,700,
NSR:Quay:103065,Gartland Gløshaugen,64.533138,12.393980,,,NSR:StopPlace:60759,,700,
NSR:Quay:103066,Østnes,63.770296,11.731255,,,NSR:StopPlace:45217,,700,
NSR:Quay:103068,Værem,64.454054,12.211496,,,NSR:StopPlace:60478,,700,
NSR:Quay:103073,Toddum,64.484684,11.480185,,,NSR:StopPlace:44406,,700,
NSR:Quay:103074,Toddum,64.485603,11.479343,,,NSR:StopPlace:44406,,700,
NSR:Quay:103075,Stadionparken,63.743645,11.295691,,,NSR:StopPlace:45158,,700,
NSR:Quay:103082,Gullvikmoen,64.473409,11.466326,,,NSR:StopPlace:44394,,700,
NSR:Quay:103084,Rinnleiret,63.765475,11.438811,,,NSR:StopPlace:45349,,700,
NSR:Quay:103085,Rinnbrua,63.767547,11.456949,,,NSR:StopPlace:45391,,700,
NSR:Quay:103090,Hildremsvegen,64.492728,11.948883,,,NSR:StopPlace:60489,,700,
NSR:Quay:103099,Hognes,64.731883,12.314727,,,NSR:StopPlace:60492,,700,
NSR:Quay:103100,Hognes,64.731800,12.315756,,,NSR:StopPlace:60492,,700,
NSR:Quay:103101,Holmen,63.780191,11.109026,,,NSR:StopPlace:60493,,700,
NSR:Quay:103102,Hovskorsen,64.658131,11.216226,,,NSR:StopPlace:60494,,700,
NSR:Quay:103103,Hovskorsen,64.658116,11.216561,,,NSR:StopPlace:60494,,700,
NSR:Quay:103104,Høylandet skole,64.624599,12.292323,,,NSR:StopPlace:60495,,700,
NSR:Quay:103106,Ingelsvatnet,64.665993,13.495406,,,NSR:StopPlace:60497,,700,
NSR:Quay:103110,Kluksbakkan,63.803640,11.814297,,,NSR:StopPlace:60499,,700,
NSR:Quay:103111,Kolvereid,64.862702,11.597008,,,NSR:StopPlace:45949,,700,
NSR:Quay:103117,Kvernmovegen,63.754961,11.764711,,,NSR:StopPlace:60500,,700,
NSR:Quay:103118,Kvithammer,63.490589,10.884160,,,NSR:StopPlace:44198,,700,
NSR:Quay:103121,Mulelia,63.760791,11.406228,,,NSR:StopPlace:45343,,700,
NSR:Quay:103138,Markabygda montessoriskole,63.637662,11.278525,,,NSR:StopPlace:46013,,700,
NSR:Quay:103140,Rye skole,63.418930,10.145946,ved skoleplassen.,,NSR:StopPlace:41836,,700,
NSR:Quay:103141,Væresbakken,63.430731,10.584568,Ligger i Væresvegen mot sentrum,,NSR:StopPlace:61360,,700,
NSR:Quay:103142,Bratsberg skole,63.349691,10.480308,,,NSR:StopPlace:60517,,700,
NSR:Quay:103143,Nypvang skole,63.331648,10.299221,,,NSR:StopPlace:60518,,700,
NSR:Quay:103144,Høyeggen snuplass,63.286581,10.295764,,,NSR:StopPlace:60519,,700,
NSR:Quay:103145,Sørborgen skole,63.305472,10.465878,,,NSR:StopPlace:60520,,700,
NSR:Quay:103146,Hallvardsplassen,63.340150,10.794365,,,NSR:StopPlace:60521,,700,
NSR:Quay:103147,Modalen,63.399675,10.793324,,,NSR:StopPlace:60522,,700,
NSR:Quay:103148,Modalen,63.399682,10.793555,,,NSR:StopPlace:60522,,700,
NSR:Quay:103149,Grindbakken,63.397396,10.789669,,,NSR:StopPlace:60523,,700,
NSR:Quay:103150,Grindbakken,63.397491,10.789985,,,NSR:StopPlace:60523,,700,
NSR:Quay:103151,Fossmo,63.375649,10.766937,,,NSR:StopPlace:60524,,700,
NSR:Quay:103152,Fossmo,63.375941,10.766940,,,NSR:StopPlace:60524,,700,
NSR:Quay:103153,Storbergveien,63.402052,10.794781,,,NSR:StopPlace:60525,,700,
NSR:Quay:103154,Storbergveien,63.402195,10.794888,,,NSR:StopPlace:60525,,700,
NSR:Quay:103155,Buås,63.392783,10.782885,,,NSR:StopPlace:60526,,700,
NSR:Quay:103156,Buås,63.392705,10.782515,,,NSR:StopPlace:60526,,700,
NSR:Quay:103157,Fosslidalen,63.380866,10.771041,,,NSR:StopPlace:60527,,700,
NSR:Quay:103158,Fosslidalen,63.380791,10.771025,,,NSR:StopPlace:60527,,700,
NSR:Quay:103159,Fossen gård,63.378875,10.772191,,,NSR:StopPlace:60528,,700,
NSR:Quay:103160,Fossen gård,63.378827,10.772044,,,NSR:StopPlace:60528,,700,
NSR:Quay:103161,Verket,63.350954,10.773326,,,NSR:StopPlace:60529,,700,
NSR:Quay:103162,Hallvardsplassen,63.340016,10.794199,,,NSR:StopPlace:60521,,700,
NSR:Quay:103176,Veglonesset,64.490471,11.928927,,,NSR:StopPlace:60536,,700,
NSR:Quay:103177,Sykehuset Levanger,63.741710,11.289603,,,NSR:StopPlace:45257,,700,
NSR:Quay:103179,Langmyrvegen,64.470467,11.824119,,,NSR:StopPlace:60537,,700,
NSR:Quay:103180,Langneset,64.852794,11.244154,,,NSR:StopPlace:60538,,700,
NSR:Quay:103181,Lauvsnes skole,64.497618,10.907785,,,NSR:StopPlace:46685,,700,
NSR:Quay:103182,Lein,63.812467,11.533477,,,NSR:StopPlace:45569,,700,
NSR:Quay:103183,Rønningen,63.653265,10.254782,,,NSR:StopPlace:44823,,700,
NSR:Quay:103186,Litldal,64.906570,13.057136,,,NSR:StopPlace:60540,,700,
NSR:Quay:103187,Lundemo,64.181796,13.732390,,,NSR:StopPlace:60541,,700,
NSR:Quay:103188,Namdalseid skole,64.240690,11.209560,,,NSR:StopPlace:60542,,700,
NSR:Quay:103189,Ner-Veglo,64.488426,11.924372,,,NSR:StopPlace:60543,,700,
NSR:Quay:103190,Nesset,63.877048,11.600761,,,NSR:StopPlace:45401,,700,
NSR:Quay:103191,Nordgård,63.741286,11.360480,,,NSR:StopPlace:60544,,700,
NSR:Quay:103192,Nordtun,63.756092,11.387798,,,NSR:StopPlace:60545,,700,
NSR:Quay:103193,Osnebben,63.792754,11.075431,,,NSR:StopPlace:60546,,700,
NSR:Quay:103194,Overhalla betong,64.519123,12.019212,,,NSR:StopPlace:60547,,700,
NSR:Quay:103196,Ressemveien,64.077912,11.230983,,,NSR:StopPlace:60549,,700,
NSR:Quay:103197,Ressemveien,64.078001,11.231088,,,NSR:StopPlace:60549,,700,
NSR:Quay:103198,Rettan,63.627682,11.113333,,,NSR:StopPlace:60550,,700,
NSR:Quay:103200,Rossetnes,64.522449,12.414991,,,NSR:StopPlace:60552,,700,
NSR:Quay:103202,Rørvik,64.862239,11.238703,,,NSR:StopPlace:60554,,700,
NSR:Quay:103204,Røvik,63.766114,11.045801,,,NSR:StopPlace:60555,,700,
NSR:Quay:103206,Selnes snuplass,64.434876,11.411642,,,NSR:StopPlace:60557,,700,
NSR:Quay:103207,Sendesaune,63.823642,11.670935,,,NSR:StopPlace:60558,,700,
NSR:Quay:103208,Sitter,64.530999,10.977080,,,NSR:StopPlace:60559,,700,
NSR:Quay:103211,Storvold kai,64.839613,11.220768,,,NSR:StopPlace:60561,,700,
NSR:Quay:103213,Sundsnesvegen,63.867098,11.296810,,,NSR:StopPlace:60562,,700,
NSR:Quay:103214,Søråsen,64.969825,13.552789,,,NSR:StopPlace:60563,,700,
NSR:Quay:103215,Torvstrøvegen,64.459938,11.801692,,,NSR:StopPlace:60564,,700,
NSR:Quay:103216,Tverråsveien,64.093543,11.231788,,,NSR:StopPlace:60565,,700,
NSR:Quay:103217,Tverråsveien,64.093599,11.230932,,,NSR:StopPlace:60565,,700,
NSR:Quay:103218,Tømmervold,64.551212,12.111362,,,NSR:StopPlace:60566,,700,
NSR:Quay:103219,Tømte,63.869992,11.217014,,,NSR:StopPlace:60567,,700,
NSR:Quay:103220,Vang,65.010325,13.254647,,,NSR:StopPlace:60568,,700,
NSR:Quay:103221,Vang,65.010030,13.254778,,,NSR:StopPlace:60568,,700,
NSR:Quay:103223,Overhalla Montessoriskole,64.464218,12.055752,,,NSR:StopPlace:60570,,700,
NSR:Quay:103224,Nordaunet vegdele,64.915837,11.196451,,,NSR:StopPlace:60571,,700,
NSR:Quay:103271,Angardsbrua,62.666203,9.210692,,,NSR:StopPlace:60580,,700,
NSR:Quay:103274,Børøysund,63.569631,9.187743,,,NSR:StopPlace:60581,,700,
NSR:Quay:103275,Børøysund,63.569696,9.187974,,,NSR:StopPlace:60581,,700,
NSR:Quay:103276,Dragset,62.931892,10.161841,,,NSR:StopPlace:60582,,700,
NSR:Quay:103277,Drivdalen skole,62.533213,9.616014,,,NSR:StopPlace:60583,,700,
NSR:Quay:103278,Dypfest ferjeleie,63.780313,9.576961,,,NSR:StopPlace:60584,,700,
NSR:Quay:103279,Dyrøy,63.798489,8.682053,,,NSR:StopPlace:43525,,700,
NSR:Quay:103280,Geita,63.429809,9.965147,,,NSR:StopPlace:60585,,700,
NSR:Quay:103281,Havdal,62.764188,9.970538,,,NSR:StopPlace:60586,,700,
NSR:Quay:103282,Havdal,62.764176,9.970358,,,NSR:StopPlace:60586,,700,
NSR:Quay:103283,Hemnskjela oppvekstsenter,63.493629,9.131889,,,NSR:StopPlace:60587,,700,
NSR:Quay:103284,Hofsetnesset,63.191331,8.856088,,,NSR:StopPlace:60588,,700,
NSR:Quay:103285,Hofsetnesset,63.191218,8.857024,,,NSR:StopPlace:60588,,700,
NSR:Quay:103288,Håggår,62.607263,9.625614,,,NSR:StopPlace:60589,,700,
NSR:Quay:103289,Håggår,62.607379,9.625370,,,NSR:StopPlace:60589,,700,
NSR:Quay:103290,Jystadmyran,63.268925,10.008446,,,NSR:StopPlace:60590,,700,
NSR:Quay:103293,Kjøra boligfelt,63.416877,9.960203,,,NSR:StopPlace:60591,,700,
NSR:Quay:103295,Krossvegen,62.570304,9.647316,,,NSR:StopPlace:60592,,700,
NSR:Quay:103296,Krossvegen,62.570317,9.647107,,,NSR:StopPlace:60592,,700,
NSR:Quay:103299,Landlaupet,62.637217,9.301260,,,NSR:StopPlace:60594,,700,
NSR:Quay:103300,Landlaupet,62.637381,9.301469,,,NSR:StopPlace:60594,,700,
NSR:Quay:103304,Lønset kirke,62.587693,9.345530,,,NSR:StopPlace:60596,,700,
NSR:Quay:103305,Lønset kirke,62.587608,9.345616,,,NSR:StopPlace:60596,,700,
NSR:Quay:103306,Lønset,62.583277,9.343805,,,NSR:StopPlace:42378,,700,
NSR:Quay:103307,Moe kirke,63.187545,9.764520,Parkeringsplass,,NSR:StopPlace:42702,,700,
NSR:Quay:103308,Ner Mørreaunet,63.911171,10.248297,,,NSR:StopPlace:60597,,700,
NSR:Quay:103310,Ordførarvegen,62.612845,9.519967,,,NSR:StopPlace:60598,,700,
NSR:Quay:103311,Ordførarvegen,62.612809,9.519484,,,NSR:StopPlace:60598,,700,
NSR:Quay:103312,Pålsplass,62.708213,10.032521,,,NSR:StopPlace:60599,,700,
NSR:Quay:103313,Reksa,63.645902,9.169583,,,NSR:StopPlace:41693,,700,
NSR:Quay:103314,Rislivegen,62.513790,9.603590,,,NSR:StopPlace:60601,,700,
NSR:Quay:103315,Rislivegen,62.514523,9.605607,,,NSR:StopPlace:60601,,700,
NSR:Quay:103318,Risløkkja,62.516068,9.606924,,,NSR:StopPlace:60602,,700,
NSR:Quay:103319,Risløkkja,62.516190,9.607262,,,NSR:StopPlace:60602,,700,
NSR:Quay:103320,Rømma,63.984850,10.457689,,,NSR:StopPlace:60604,,700,
NSR:Quay:103321,Sildrevegen,62.594022,9.673985,,,NSR:StopPlace:60605,,700,
NSR:Quay:103322,Sildrevegen,62.593825,9.674846,,,NSR:StopPlace:60605,,700,
NSR:Quay:103323,Skredavegen,62.499154,9.588583,,,NSR:StopPlace:60606,,700,
NSR:Quay:103324,Skruen,62.598542,9.427291,,,NSR:StopPlace:60607,,700,
NSR:Quay:103325,Skruen,62.598544,9.427010,,,NSR:StopPlace:60607,,700,
NSR:Quay:103326,Slættbakken,62.573126,9.409763,,,NSR:StopPlace:60608,,700,
NSR:Quay:103327,Snøvesvegen,62.571007,9.626236,,,NSR:StopPlace:60609,,700,
NSR:Quay:103328,Snøvesvegen,62.570992,9.626003,,,NSR:StopPlace:60609,,700,
NSR:Quay:103329,Stavneslia,63.425419,8.844968,,,NSR:StopPlace:60610,,700,
NSR:Quay:103330,Svarthaugsætra,62.591452,9.548688,,,NSR:StopPlace:60611,,700,
NSR:Quay:103331,Svarthaugsætra,62.591696,9.549853,,,NSR:StopPlace:60611,,700,
NSR:Quay:103332,Sør-Dyrøy,63.784624,8.653158,,,NSR:StopPlace:60612,,700,
NSR:Quay:103333,Sørsto,62.519570,9.608526,,,NSR:StopPlace:60613,,700,
NSR:Quay:103334,Sørsto,62.519390,9.608703,,,NSR:StopPlace:60613,,700,
NSR:Quay:103335,Ulsberg,62.747602,9.983005,,,NSR:StopPlace:60614,,700,
NSR:Quay:103336,Ulsberg,62.747611,9.983268,,,NSR:StopPlace:60614,,700,
NSR:Quay:103337,Utigard,63.197514,9.574309,,,NSR:StopPlace:60615,,700,
NSR:Quay:103338,Vasslia,63.221364,9.626783,,,NSR:StopPlace:60616,,700,
NSR:Quay:103339,Væresletta,63.430722,10.570127,,,NSR:StopPlace:60617,,700,
NSR:Quay:103340,Væresletta,63.430755,10.569534,,,NSR:StopPlace:60617,,700,
NSR:Quay:103341,Være,63.430277,10.565436,,,NSR:StopPlace:42380,,700,
NSR:Quay:103342,Øvre Sætrum,62.541831,9.603574,,,NSR:StopPlace:60618,,700,
NSR:Quay:103343,Øya vgs.,63.236423,10.276438,,,NSR:StopPlace:42557,,700,
NSR:Quay:103344,Åsheim,62.952217,10.217205,,,NSR:StopPlace:60620,,700,
NSR:Quay:103345,Åsheim,62.952297,10.217258,,,NSR:StopPlace:60620,,700,
NSR:Quay:103346,Korsvegen,63.729813,10.359853,,,NSR:StopPlace:43311,,700,
NSR:Quay:103347,Håggåvegen,62.556309,9.634865,,,NSR:StopPlace:60621,,700,
NSR:Quay:103348,Håggåvegen,62.556203,9.635039,,,NSR:StopPlace:60621,,700,
NSR:Quay:103364,Valset ferjekai,63.638366,9.687460,,,NSR:StopPlace:42031,,700,
NSR:Quay:103391,Spillum vegdele,64.439666,11.512415,,,NSR:StopPlace:44339,,700,
NSR:Quay:103392,Øyan,63.371759,11.813910,,,NSR:StopPlace:60625,,700,
NSR:Quay:103394,Øyan,63.371790,11.814007,,,NSR:StopPlace:60625,,700,
NSR:Quay:103395,Svartåsen,63.403781,11.750645,,,NSR:StopPlace:60626,,700,
NSR:Quay:103396,Aunvegen,63.436654,10.917406,,,NSR:StopPlace:60627,,700,
NSR:Quay:103397,Aunvegen,63.436405,10.916647,,,NSR:StopPlace:60627,,700,
NSR:Quay:103398,Bangvegen,63.495555,11.081168,,,NSR:StopPlace:60628,,700,
NSR:Quay:103399,Dalsnes bru sør,63.485157,11.287623,,,NSR:StopPlace:60629,,700,
NSR:Quay:103400,Fagerhaugveien,63.509465,10.847237,,,NSR:StopPlace:60630,,700,
NSR:Quay:103401,Fagerhaugveien,63.509641,10.847795,,,NSR:StopPlace:60630,,700,
NSR:Quay:103404,Sluppen,63.401911,10.395818,,,NSR:StopPlace:61282,,700,
NSR:Quay:103406,Haugåsvoll,63.478919,11.324008,,,NSR:StopPlace:60633,,700,
NSR:Quay:103410,Mobjørg,63.499736,11.353327,,,NSR:StopPlace:60636,,700,
NSR:Quay:103411,Nygård,63.524606,10.845630,,,NSR:StopPlace:60638,,700,
NSR:Quay:103436,Sørsidevegen,63.447515,10.954694,,,NSR:StopPlace:60642,,700,
NSR:Quay:103437,Sørsidevegen,63.447398,10.954750,,,NSR:StopPlace:60642,,700,
NSR:Quay:103438,Tillervegen,63.528422,10.839893,,,NSR:StopPlace:60643,,700,
NSR:Quay:103439,Velvang østre,63.476145,10.812789,,,NSR:StopPlace:60644,,700,
NSR:Quay:103441,Fjølvika,63.584426,10.189255,,,NSR:StopPlace:44857,,700,
NSR:Quay:103443,Seierstad ferjekai,64.637520,11.346082,,,NSR:StopPlace:60646,,1000,
NSR:Quay:103446,Svanemsvatnet,63.382307,8.951679,,,NSR:StopPlace:60647,,700,
NSR:Quay:103447,Svanemsvatnet,63.382213,8.951307,,,NSR:StopPlace:60647,,700,
NSR:Quay:103448,Dyrøy kai,63.799241,8.681299,,,NSR:StopPlace:60419,,1000,
NSR:Quay:103449,Mausundvær kai,63.869136,8.662084,,,NSR:StopPlace:42477,,1000,
NSR:Quay:103450,Sula ferjekai,63.849569,8.500620,,,NSR:StopPlace:42924,,1000,
NSR:Quay:103451,Sørburøy hurtigbåtkai,63.978611,9.071134,,,NSR:StopPlace:42925,,1000,
NSR:Quay:103452,Rørvik ferjekai,63.509519,10.138163,,,NSR:StopPlace:41908,,700,
NSR:Quay:103453,Hevle,62.566698,9.645889,,,NSR:StopPlace:60648,,700,
