from_stop_id,from_trip_id,to_stop_id,to_trip_id,transfer_type
NSR:Quay:75699,ATB:ServiceJourney:5400_220103105903557_8,NSR:Quay:75699,ATB:ServiceJourney:5402_220103105892801_4,1
NSR:Quay:71941,ATB:ServiceJourney:535_220103105903379_3,NSR:Quay:71941,ATB:ServiceJourney:430_220103105896555_11,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701451_7030,NSR:Quay:71209,ATB:ServiceJourney:40_210927153338386_7021,1
NSR:Quay:71941,ATB:ServiceJourney:535_220103105899404_6001,NSR:Quay:71941,ATB:ServiceJourney:430_220125140238744_6003,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701453_7032,NSR:Quay:71209,ATB:ServiceJourney:40_211220096146308_7023,1
NSR:Quay:71941,ATB:ServiceJourney:5305_220103105900841_4,NSR:Quay:71941,ATB:ServiceJourney:430_220103105896555_11,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701447_7026,NSR:Quay:71209,ATB:ServiceJourney:40_210927153338383_7017,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701449_7028,NSR:Quay:71209,ATB:ServiceJourney:40_211220096146305_7019,1
NSR:Quay:74138,ATB:ServiceJourney:5210_220103105892746_1,NSR:Quay:74138,ATB:ServiceJourney:5211_220103105892336_1,1
NSR:Quay:74453,ATB:ServiceJourney:5400_220103105892789_10,NSR:Quay:74453,ATB:ServiceJourney:5402_220103105892802_6,1
NSR:Quay:75699,ATB:ServiceJourney:5400_220103105892788_6,NSR:Quay:75699,ATB:ServiceJourney:5402_220103105892801_4,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701455_7034,NSR:Quay:71209,ATB:ServiceJourney:40_210927153338389_7025,1
NSR:Quay:75699,ATB:ServiceJourney:5400_220103105892786_4,NSR:Quay:75699,ATB:ServiceJourney:5402_220103105892800_2,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701457_7036,NSR:Quay:71209,ATB:ServiceJourney:40_211220096146311_7027,1
NSR:Quay:71366,ATB:ServiceJourney:535_220103105899400_1,NSR:Quay:71366,ATB:ServiceJourney:535_220103105903379_3,1
NSR:Quay:73951,ATB:ServiceJourney:5403_220120179895546_2,NSR:Quay:73951,ATB:ServiceJourney:543_220120179628934_8,1
NSR:Quay:74455,ATB:ServiceJourney:5402_220103105892803_1,NSR:Quay:74455,ATB:ServiceJourney:5400_220103105892790_9,1
NSR:Quay:72599,ATB:ServiceJourney:5210_220103105892746_1,NSR:Quay:72599,ATB:ServiceJourney:420_220103105891795_5,1
NSR:Quay:103283,ATB:ServiceJourney:5209_220103105903647_30,NSR:Quay:103283,ATB:ServiceJourney:5707_220103105901176_1,1
NSR:Quay:71209,ATB:ServiceJourney:2_211220096140398_7068,NSR:Quay:71209,ATB:ServiceJourney:40_220112182140085_7059,1
NSR:Quay:74841,ATB:ServiceJourney:5207_220103105892699_8,NSR:Quay:74841,ATB:ServiceJourney:5207_220103105892701_6,1
NSR:Quay:71209,ATB:ServiceJourney:2_211220096150949_7010,NSR:Quay:71209,ATB:ServiceJourney:40_210927153338371_7001,1
NSR:Quay:74841,ATB:ServiceJourney:5207_220103105892699_8,NSR:Quay:74841,ATB:ServiceJourney:5207_220103105892700_2,1
NSR:Quay:71209,ATB:ServiceJourney:2_211220096140395_7064,NSR:Quay:71209,ATB:ServiceJourney:40_210927153338413_7055,1
NSR:Quay:74571,ATB:ServiceJourney:5207_220103105892707_1,NSR:Quay:74571,ATB:ServiceJourney:422_220103105891966_2,1
NSR:Quay:71209,ATB:ServiceJourney:2_211220096140396_7066,NSR:Quay:71209,ATB:ServiceJourney:40_211220096146333_7057,1
NSR:Quay:74572,ATB:ServiceJourney:5207_220103105892708_3,NSR:Quay:74572,ATB:ServiceJourney:420_220103105891796_3,1
NSR:Quay:71865,ATB:ServiceJourney:5209_220103105892725_2,NSR:Quay:71865,ATB:ServiceJourney:422_220103105891966_2,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701439_7016,NSR:Quay:71209,ATB:ServiceJourney:40_211220096146296_7007,1
NSR:Quay:75168,ATB:ServiceJourney:5208_220103105892719_9,NSR:Quay:75168,ATB:ServiceJourney:420_220103105891796_3,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701417_7012,NSR:Quay:71209,ATB:ServiceJourney:40_211220096146293_7003,1
NSR:Quay:75168,ATB:ServiceJourney:5208_220103105892718_3,NSR:Quay:75168,ATB:ServiceJourney:420_220103105891796_3,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701437_7014,NSR:Quay:71209,ATB:ServiceJourney:40_210927153338374_7005,1
NSR:Quay:74841,ATB:ServiceJourney:5207_220103105892699_8,NSR:Quay:74841,ATB:ServiceJourney:5207_220103105892702_4,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701444_7022,NSR:Quay:71209,ATB:ServiceJourney:40_210927153338380_7013,1
NSR:Quay:72599,ATB:ServiceJourney:5210_220103105892746_1,NSR:Quay:72599,ATB:ServiceJourney:420_220103105891796_3,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701446_7024,NSR:Quay:71209,ATB:ServiceJourney:40_211220096146302_7015,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701440_7018,NSR:Quay:71209,ATB:ServiceJourney:40_210927153338377_7009,1
NSR:Quay:71209,ATB:ServiceJourney:2_220111130701442_7020,NSR:Quay:71209,ATB:ServiceJourney:40_211220096146299_7011,1
NSR:Quay:71406,ATB:ServiceJourney:5521_220103105900156_5,NSR:Quay:71406,ATB:ServiceJourney:350_220103105896778_6,1
NSR:Quay:77141,ATB:ServiceJourney:552_220103105897143_12,NSR:Quay:77142,ATB:ServiceJourney:5534_220103105900178_2,1
NSR:Quay:77141,ATB:ServiceJourney:552_220103105903674_21,NSR:Quay:77141,ATB:ServiceJourney:5505_220103105903679_7,1
NSR:Quay:77141,ATB:ServiceJourney:552_220103105897142_11,NSR:Quay:77142,ATB:ServiceJourney:455_220103105899782_6,1
NSR:Quay:72812,ATB:ServiceJourney:5601_220103105892996_6,NSR:Quay:72812,ATB:ServiceJourney:5603_220103105893012_13,1
NSR:Quay:72812,ATB:ServiceJourney:5601_220103105892996_6,NSR:Quay:72812,ATB:ServiceJourney:5603_220103105893011_7,1
NSR:Quay:71406,ATB:ServiceJourney:5521_220103105900154_3,NSR:Quay:71406,ATB:ServiceJourney:452_220103105898082_2,1
NSR:Quay:74454,ATB:ServiceJourney:5604_220103105893021_15,NSR:Quay:74454,ATB:ServiceJourney:5610_220103105903366_7143,1
NSR:Quay:72653,ATB:ServiceJourney:5603_220103105893012_13,NSR:Quay:72653,ATB:ServiceJourney:5605_220103105893027_6,1
NSR:Quay:72654,ATB:ServiceJourney:5603_220103105893005_2,NSR:Quay:72654,ATB:ServiceJourney:460_220103105899434_5,1
NSR:Quay:73756,ATB:ServiceJourney:5602_220103105893003_2,NSR:Quay:73756,ATB:ServiceJourney:460_220103105899434_5,1
NSR:Quay:72581,ATB:ServiceJourney:543_220120179632841_9,NSR:Quay:72581,ATB:ServiceJourney:5404_220103105892812_3,1
NSR:Quay:71713,ATB:ServiceJourney:541_220103105892369_1,NSR:Quay:71713,ATB:ServiceJourney:440_220103105892014_15,1
NSR:Quay:72574,ATB:ServiceJourney:5404_220103105903556_2,NSR:Quay:72574,ATB:ServiceJourney:543_220120179628934_8,1
NSR:Quay:71709,ATB:ServiceJourney:5404_220103105892810_4,NSR:Quay:71709,ATB:ServiceJourney:543_220120179626846_2,1
NSR:Quay:104651,ATB:ServiceJourney:5476_220103105899748_1,NSR:Quay:104651,ATB:ServiceJourney:480_220103105892210_3,1
NSR:Quay:104651,ATB:ServiceJourney:5475_220103105899744_1,NSR:Quay:104651,ATB:ServiceJourney:5476_220103105899749_3,1
NSR:Quay:104651,ATB:ServiceJourney:5473_220103105899732_3,NSR:Quay:104651,ATB:ServiceJourney:480_220103105892210_3,1
NSR:Quay:72581,ATB:ServiceJourney:543_220120179632841_9,NSR:Quay:72581,ATB:ServiceJourney:544_220103105892385_6,1
NSR:Quay:77141,ATB:ServiceJourney:552_220103105897142_11,NSR:Quay:77142,ATB:ServiceJourney:455_220103105899781_4,1
NSR:Quay:71405,ATB:ServiceJourney:552_220103105897139_8,NSR:Quay:71405,ATB:ServiceJourney:350_220103105896770_11,1
NSR:Quay:104651,ATB:ServiceJourney:5476_220103105899749_3,NSR:Quay:104651,ATB:ServiceJourney:480_220103105892210_3,1
NSR:Quay:73088,ATB:ServiceJourney:5704_220103105893077_1,NSR:Quay:73088,ATB:ServiceJourney:470_220103105893336_9,1
NSR:Quay:73088,ATB:ServiceJourney:5704_220103105893077_1,NSR:Quay:73088,ATB:ServiceJourney:470_220103105892182_3,1
NSR:Quay:73088,ATB:ServiceJourney:5704_220103105893070_2,NSR:Quay:73088,ATB:ServiceJourney:470_220103105893336_9,1
NSR:Quay:73088,ATB:ServiceJourney:5704_220103105893070_2,NSR:Quay:73088,ATB:ServiceJourney:470_220103105892182_3,1
NSR:Quay:71208,ATB:ServiceJourney:5707_220103105901178_4,NSR:Quay:71208,ATB:ServiceJourney:5209_220103105901031_26,1
NSR:Quay:74726,ATB:ServiceJourney:5801_220103105899759_1,NSR:Quay:74726,ATB:ServiceJourney:480_220103105893351_13,1
NSR:Quay:74726,ATB:ServiceJourney:5801_220103105899759_1,NSR:Quay:74726,ATB:ServiceJourney:480_220103105892211_5,1
NSR:Quay:71348,ATB:ServiceJourney:5904_220103105900509_4,NSR:Quay:71348,ATB:ServiceJourney:595_220103105901294_12,1
NSR:Quay:103277,ATB:ServiceJourney:5805_220103105893122_1,NSR:Quay:103277,ATB:ServiceJourney:5801_220103105899759_1,1
NSR:Quay:103306,ATB:ServiceJourney:5802_220120157003667_4,NSR:Quay:103306,ATB:ServiceJourney:5801_220103105899752_6,1
NSR:Quay:103306,ATB:ServiceJourney:5801_220103105899765_3,NSR:Quay:103306,ATB:ServiceJourney:5802_220120157003667_4,1
NSR:Quay:73088,ATB:ServiceJourney:5701_220103105893044_3,NSR:Quay:73088,ATB:ServiceJourney:470_220103105893336_9,1
NSR:Quay:73088,ATB:ServiceJourney:5701_220103105893044_3,NSR:Quay:73088,ATB:ServiceJourney:470_220103105892182_3,1
NSR:Quay:74454,ATB:ServiceJourney:5610_220103105903365_7141,NSR:Quay:74454,ATB:ServiceJourney:5602_220103105893003_2,1
NSR:Quay:105025,ATB:ServiceJourney:561_220103105893761_6,NSR:Quay:105025,ATB:ServiceJourney:420_220103105891796_3,1
NSR:Quay:73088,ATB:ServiceJourney:5701_220103105893746_1,NSR:Quay:73088,ATB:ServiceJourney:470_220103105893336_9,1
NSR:Quay:73088,ATB:ServiceJourney:5701_220103105893746_1,NSR:Quay:73088,ATB:ServiceJourney:470_220103105892182_3,1
NSR:Quay:74809,ATB:ServiceJourney:5701_220103105903470_14,NSR:Quay:74809,ATB:ServiceJourney:5702_220103105893052_1,1
NSR:Quay:73088,ATB:ServiceJourney:5703_220103105893064_3,NSR:Quay:73088,ATB:ServiceJourney:470_220103105893336_9,1
NSR:Quay:73088,ATB:ServiceJourney:5703_220103105893064_3,NSR:Quay:73088,ATB:ServiceJourney:470_220103105892182_3,1
NSR:Quay:72345,ATB:ServiceJourney:5701_220103105903566_4,NSR:Quay:72345,ATB:ServiceJourney:5702_220103105901029_15,1
NSR:Quay:74809,ATB:ServiceJourney:5701_220103105903565_12,NSR:Quay:74809,ATB:ServiceJourney:5702_220103105893052_1,1
NSR:Quay:72660,ATB:ServiceJourney:591_220103105897187_16,NSR:Quay:72660,ATB:ServiceJourney:452_220103105898086_7004,1
NSR:Quay:72660,ATB:ServiceJourney:591_220103105897186_15,NSR:Quay:72660,ATB:ServiceJourney:452_220103105898084_8,1
NSR:Quay:72660,ATB:ServiceJourney:591_220103105897184_13,NSR:Quay:72660,ATB:ServiceJourney:452_220103105896846_6,1
NSR:Quay:72660,ATB:ServiceJourney:591_220103105897181_10,NSR:Quay:72660,ATB:ServiceJourney:452_220103105898082_2,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331955_7054,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352209_7024,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331958_7058,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352210_7026,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331961_7062,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352211_7028,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153349685_104,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352271_44,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153349688_110,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352272_46,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153349691_116,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352274_50,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153349747_6088,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821168_6030,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153349750_6092,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821172_6032,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153349753_6096,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821175_6034,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331857_6034,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821135_6012,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331863_6040,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821139_6014,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331869_6046,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821142_6016,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331875_6052,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821145_6018,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331881_6058,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821149_6020,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331887_6064,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821152_6022,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331893_6070,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821156_6024,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331899_6076,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821162_6026,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331905_6082,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821165_6028,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331952_7050,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352208_7022,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331787_76,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352151_34,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331795_80,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352256_36,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331803_86,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352273_48,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331809_92,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352269_40,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331815_98,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352270_42,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331831_6004,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352167_6002,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331834_6010,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352169_6004,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331839_6016,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821111_6006,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331845_6022,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821128_6008,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331851_6028,NSR:Quay:72946,ATB:ServiceJourney:46_220307168821132_6010,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331731_26,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352135_14,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331737_32,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352136_16,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331743_38,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352266_18,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331749_44,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352267_20,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331755_50,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352268_22,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331761_56,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352144_24,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331763_60,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352147_26,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331771_64,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352148_28,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331775_68,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352149_30,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331783_72,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352255_32,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008099_7035,NSR:Quay:74982,ATB:ServiceJourney:44_220302119220746_7020,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008103_7039,NSR:Quay:74982,ATB:ServiceJourney:44_220302119220751_7021,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008106_7043,NSR:Quay:74982,ATB:ServiceJourney:44_220302119220755_7022,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008110_7047,NSR:Quay:74982,ATB:ServiceJourney:44_220302119220758_7023,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008114_7051,NSR:Quay:74982,ATB:ServiceJourney:44_220302119220763_7024,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331700_2,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352127_2,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331707_10,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352226_6,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331711_14,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352227_8,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331719_18,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352228_10,1
NSR:Quay:72946,ATB:ServiceJourney:1_210927153331723_22,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352134_12,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140140_7055,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153849_7024,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140143_7059,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153850_7026,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140146_7063,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153851_7028,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140149_7067,NSR:Quay:74982,ATB:ServiceJourney:44_211220096158657_7030,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008055_7011,NSR:Quay:74982,ATB:ServiceJourney:44_210927153342306_7000,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008078_7015,NSR:Quay:74982,ATB:ServiceJourney:44_220302119220700_7015,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008082_7019,NSR:Quay:74982,ATB:ServiceJourney:44_220302119220728_7016,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008087_7023,NSR:Quay:74982,ATB:ServiceJourney:44_220302119220733_7017,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008091_7027,NSR:Quay:74982,ATB:ServiceJourney:44_220302119220737_7018,1
NSR:Quay:74982,ATB:ServiceJourney:1_220111125008096_7031,NSR:Quay:74982,ATB:ServiceJourney:44_220302119220742_7019,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157870_7012,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148091_7011,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157869_7010,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148090_7009,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157868_7008,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148089_7007,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157877_22,NSR:Quay:74037,ATB:ServiceJourney:75_211028073285250_23,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157876_6014,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148084_6013,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157875_36,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148076_33,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157872_14,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148065_15,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140110_7015,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153839_7004,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140113_7019,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153840_7006,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140116_7023,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153841_7008,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140119_7027,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153842_7010,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140122_7031,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153843_7012,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140125_7035,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153844_7014,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140128_7039,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153845_7016,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140131_7043,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153846_7018,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140134_7047,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153847_7020,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140137_7051,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153848_7022,1
NSR:Quay:73482,ATB:ServiceJourney:80_210927153350599_34,NSR:Quay:73482,ATB:ServiceJourney:10_210927153350315_10,1
NSR:Quay:74037,ATB:ServiceJourney:78_210927153349578_14,NSR:Quay:74037,ATB:ServiceJourney:75_210927153349073_19,1
NSR:Quay:74037,ATB:ServiceJourney:78_210927153349577_2,NSR:Quay:74037,ATB:ServiceJourney:75_210927153349089_9,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157857_38,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148077_35,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157862_6010,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148083_6011,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157861_6008,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148082_6009,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157860_6006,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148081_6007,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157859_6004,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148080_6005,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140063_6101,NSR:Quay:74982,ATB:ServiceJourney:44_211028073291050_6018,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140069_6113,NSR:Quay:74982,ATB:ServiceJourney:44_211028073291051_6020,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140075_6125,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153876_6022,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140081_6137,NSR:Quay:74982,ATB:ServiceJourney:44_211028073291058_6024,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140087_6149,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153878_6026,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140092_6159,NSR:Quay:74982,ATB:ServiceJourney:44_211028073291016_6028,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140095_6165,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153836_6030,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140098_6171,NSR:Quay:74982,ATB:ServiceJourney:44_211028073291018_6032,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140101_6177,NSR:Quay:74982,ATB:ServiceJourney:44_211028073295846_6034,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096140107_7011,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153838_7002,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157867_7006,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148088_7005,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157866_7004,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148087_7003,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157865_7002,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148086_7001,1
NSR:Quay:74037,ATB:ServiceJourney:77_211220096157864_6016,NSR:Quay:74037,ATB:ServiceJourney:75_211220096148085_6015,1
NSR:Quay:75287,ATB:ServiceJourney:83_210927153340598_1,NSR:Quay:75287,ATB:ServiceJourney:72_210927153341896_7,1
NSR:Quay:71862,ATB:ServiceJourney:83_211220096148517_7,NSR:Quay:71862,ATB:ServiceJourney:214_211220096148822_1,1
NSR:Quay:73482,ATB:ServiceJourney:80_211220096159355_10,NSR:Quay:73482,ATB:ServiceJourney:10_211028073291126_74,1
NSR:Quay:73482,ATB:ServiceJourney:80_211220096159353_16,NSR:Quay:73482,ATB:ServiceJourney:10_211220096154048_108,1
NSR:Quay:74192,ATB:ServiceJourney:83_211028073285700_11,NSR:Quay:74192,ATB:ServiceJourney:72_211220096149771_51,1
NSR:Quay:73666,ATB:ServiceJourney:83_211028073285696_3,NSR:Quay:73666,ATB:ServiceJourney:72_211028073286996_9,1
NSR:Quay:75287,ATB:ServiceJourney:83_210927153343499_5,NSR:Quay:75287,ATB:ServiceJourney:72_210927153341853_29,1
NSR:Quay:75287,ATB:ServiceJourney:83_210927153343498_3,NSR:Quay:75287,ATB:ServiceJourney:72_210927153341838_15,1
NSR:Quay:75607,ATB:ServiceJourney:1_211220096139798_6102,NSR:Quay:75607,ATB:ServiceJourney:72_211028073286893_6036,1
NSR:Quay:75607,ATB:ServiceJourney:1_211220096139801_6108,NSR:Quay:75607,ATB:ServiceJourney:72_211220096149713_6038,1
NSR:Quay:75607,ATB:ServiceJourney:1_211220096139804_6114,NSR:Quay:75607,ATB:ServiceJourney:72_211028073286895_6040,1
NSR:Quay:75607,ATB:ServiceJourney:1_211220096139807_6120,NSR:Quay:75607,ATB:ServiceJourney:72_211220096149715_6042,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096139955_137,NSR:Quay:74982,ATB:ServiceJourney:44_211220096153818_28,1
NSR:Quay:75607,ATB:ServiceJourney:1_211220096139810_6126,NSR:Quay:75607,ATB:ServiceJourney:72_211028073286897_6044,1
NSR:Quay:74982,ATB:ServiceJourney:1_211220096139959_145,NSR:Quay:74982,ATB:ServiceJourney:44_211028073291054_30,1
NSR:Quay:75607,ATB:ServiceJourney:1_211220096139813_6132,NSR:Quay:75607,ATB:ServiceJourney:72_211028073286898_6046,1
