from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839878_6066_200424196781518,ATB:ServiceJourney:42_200424196845999_6039_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839805_138_200424196781518,ATB:ServiceJourney:42_200424196845953_69_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839880_6070_200424196781518,ATB:ServiceJourney:42_200424196846000_6041_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839809_146_200424196781518,ATB:ServiceJourney:42_200424196845955_73_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839882_6074_200424196781518,ATB:ServiceJourney:42_200424196846001_6043_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839801_130_200424196781518,ATB:ServiceJourney:42_200424196845951_65_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839884_6078_200424196781518,ATB:ServiceJourney:42_200424196846002_6045_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839807_142_200424196781518,ATB:ServiceJourney:42_200424196845954_71_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839886_6082_200424196781518,ATB:ServiceJourney:42_200424196846003_6047_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839793_114_200424196781518,ATB:ServiceJourney:42_200424196845947_57_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839888_6086_200424196781518,ATB:ServiceJourney:42_200424196846004_6049_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839791_110_200424196781518,ATB:ServiceJourney:42_200424196845946_55_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839789_106_200424196781518,ATB:ServiceJourney:42_200424196845945_53_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839836_200_200424196781518,ATB:ServiceJourney:42_200424196845971_105_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839835_198_200424196781518,ATB:ServiceJourney:42_200424196845970_103_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839837_202_200424196781518,ATB:ServiceJourney:42_200424196845972_107_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839838_204_200424196781518,ATB:ServiceJourney:42_200424196845973_109_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839818_164_200424196781518,ATB:ServiceJourney:42_200424196845960_83_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839816_160_200424196781518,ATB:ServiceJourney:42_200424196845959_81_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839833_194_200424196781518,ATB:ServiceJourney:42_200424196845968_99_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839834_196_200424196781518,ATB:ServiceJourney:42_200424196845969_101_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839752_32_200424196781518,ATB:ServiceJourney:42_200424196845927_17_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839832_192_200424196781518,ATB:ServiceJourney:42_200424196845967_97_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839754_36_200424196781518,ATB:ServiceJourney:42_200424196845928_19_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839839_206_200424196781518,ATB:ServiceJourney:42_200424196845974_111_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839840_208_200424196781518,ATB:ServiceJourney:42_200424196845975_113_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839748_24_200424196781518,ATB:ServiceJourney:42_200424196845925_13_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839841_210_200424196781518,ATB:ServiceJourney:42_200424196845976_115_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839760_48_200424196781518,ATB:ServiceJourney:42_200424196845931_25_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839898_6106_200424196781518,ATB:ServiceJourney:42_200424196846009_6059_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839787_102_200424196781518,ATB:ServiceJourney:42_200424196845944_51_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839900_6110_200424196781518,ATB:ServiceJourney:42_200424196846010_6061_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839756_40_200424196781518,ATB:ServiceJourney:42_200424196845929_21_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839902_6114_200424196781518,ATB:ServiceJourney:42_200424196846011_6063_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839758_44_200424196781518,ATB:ServiceJourney:42_200424196845930_23_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839771_70_200424196781518,ATB:ServiceJourney:42_200424196845936_35_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839746_20_200424196781518,ATB:ServiceJourney:42_200424196845924_11_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839773_74_200424196781518,ATB:ServiceJourney:42_200424196845937_37_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839750_28_200424196781518,ATB:ServiceJourney:42_200424196845926_15_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839775_78_200424196781518,ATB:ServiceJourney:42_200424196845938_39_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839983_7096_200424196781518,ATB:ServiceJourney:42_200424196846079_7089_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839982_7094_200424196781518,ATB:ServiceJourney:42_200424196846078_7087_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839937_6182_200424196781518,ATB:ServiceJourney:42_200424196846034_6109_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839936_6180_200424196781518,ATB:ServiceJourney:42_200424196846033_6107_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839930_6170_200424196781518,ATB:ServiceJourney:42_200424196846028_6097_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839929_6168_200424196781518,ATB:ServiceJourney:42_200424196846027_6095_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839925_6160_200424196781518,ATB:ServiceJourney:42_200424196846023_6087_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839924_6158_200424196781518,ATB:ServiceJourney:42_200424196846022_6085_200424196781518,1,
